x_tsne,y_tsne,topic
-0.208808489737,4.38929720137,F
-3.39497166364,2.74744976234,F
-3.03701656277,-0.667200860344,F
-4.48213320413,2.86144412368,F
-4.40370869721,1.38395582221,F
-1.52044580889,-3.85757870593,F
-1.60108629034,-4.68511247694,F
0.0772213722281,1.42947700134,F
-4.1415475283,2.19979179311,F
-1.35945928592,2.58884552972,F
-3.0662241641,-1.47727557097,F
-0.325444255684,4.94477792405,F
-4.34044592864,1.60083426146,F
-2.40825770044,0.217657294853,F
-4.15482832359,-0.0718284560137,F
0.0640093055056,3.63677188053,F
-3.94599678756,1.16524020519,F
-4.36478814257,-1.64368142935,F
-2.74599574027,-1.04549974207,F
-4.34544934358,3.03708753032,F
-4.99508434773,-2.8273220156,F
-1.27629299967,5.39105471241,F
-2.33681647817,-0.809281595855,F
-2.59407285574,1.43562746992,F
-4.2741659814,-1.11607912746,F
-4.72867549161,-0.610263914996,F
-2.44204632225,-0.402355252665,F
-1.16563893553,3.98215365097,F
-3.91636412499,0.323461093977,F
-0.436493005259,4.00709578443,F
-3.43068902366,1.04130008285,F
-5.29742643952,-0.397247838193,F
-3.35262334674,-3.21672750275,F
-4.75004857807,1.30832113375,F
-3.50744520615,2.509274332,F
-2.16300275668,2.13764245832,F
-1.75101994185,-0.108020501765,F
-4.64640342087,1.39763722666,F
-4.47435029884,3.30385527167,F
-0.497121257667,-2.91247621727,F
-4.61233988853,1.79014346002,F
-4.91114578741,2.1322403004,F
-1.0690559739,-0.907403810876,F
-2.33060659116,0.434247308697,F
-4.66684773278,1.36344448893,F
-4.297372878,0.566309617387,F
-4.6558358128,1.95550069408,F
-1.50250939313,-1.75350353001,F
-3.72804430275,-2.27487918145,F
-4.62021388705,2.95591446009,F
-3.90372787178,-2.25410828469,E
4.87759160572,-3.42867061295,E
-1.72955531197,-2.13850119431,E
-1.56686317261,-1.66625708074,E
-0.344893455879,-2.68739071852,E
0.721584663101,-2.23021859359,E
3.37672139428,-3.98912832623,E
-0.613582073461,-3.53593732917,E
-2.35052241849,-0.558945667495,E
-1.16695020001,-0.329696987168,E
-1.24408697989,-1.84930298984,E
2.25304975776,-5.56798909049,E
1.49821480989,-1.62779893614,E
1.7158650485,-0.949933217644,E
0.29641298816,-2.55275364809,E
0.13220912669,-2.56106756672,E
-1.2861484527,-3.08396470392,E
-1.50897736292,0.0768918874253,E
-2.48223779893,-0.994907226211,E
-1.60403818675,-2.10736505835,E
-1.64682399001,-2.09624822467,E
-2.08321973613,-2.86608997552,E
-1.16559140194,-3.78653786262,E
-3.84282866774,-3.95396832046,E
3.72160411654,-2.94109016748,E
-0.228534329961,-4.77515335104,E
-3.90233865439,-4.06721685449,E
0.455115918254,-2.50426110912,E
-3.39193100195,1.07453452407,E
-0.366082118581,-2.55248101571,E
-2.76665070082,0.604300908761,E
0.670807702101,-3.17875108299,E
-1.38316259337,0.221392475516,E
0.757515111438,-2.477124078,E
-0.772469387929,-2.7129570259,E
3.70745045184,-2.81459985648,E
-0.819492582634,-2.85941712863,E
-1.49811451032,-0.447992963599,E
-1.44512709807,0.293317748363,E
1.69161630403,-3.19392614338,E
-0.111829236769,-1.83400860381,E
3.22203293155,-1.89850763432,E
-1.51612708866,0.592957929995,E
2.67264886288,-2.42779416451,E
-1.37636462799,-2.15750393089,E
2.44308830924,-1.39039972262,E
-1.3314607968,-1.90142084038,E
-3.15768641763,-2.27401934507,E
0.235922359945,0.387741022151,E
-1.52131728958,-1.47487905821,E
4.25298630287,-1.16715188811,A
2.82765397522,-0.706268342202,A
4.49711856316,-2.01428890805,A
1.02233540124,3.66888189585,A
1.07816602154,1.53258055402,A
4.99331528601,0.380461833601,A
4.74505109059,0.590306966859,A
2.96904285457,-1.52220735139,A
-1.39818004463,-1.41791336805,A
0.183803116031,-5.86857751847,A
5.07613905121,-1.25228762597,A
5.20074109178,0.650309825691,A
5.10750971639,-0.409860738239,A
-1.03690281198,-5.36615358273,A
-2.31629988192,-1.86420849182,A
-0.648964886586,3.04106710985,A
-0.76051938633,-3.05478719595,A
5.20074109178,0.650309825691,A
4.72008146852,0.283035695308,A
2.45574011944,-3.12453928194,A
0.875546887608,-0.826248385476,A
-3.578985906,-1.05070412918,A
-3.98701222993,0.0964236050857,A
3.88812135082,-0.643893990065,A
3.04554271804,0.480558430126,A
