poster_number,number_recommend,avg_node_distance,avg_node_distance_kw,avg_node_distance_wv,avg_node_distance_cv,avg_node_distance_le,avg_random
13408,1,1.4,1.5,0.9,1.6,1.3,2.8
13408,2,1.4,2.0,1.2,1.5,1.2,2.7
13408,3,1.2,2.4,1.5,1.1,1.0,2.8
13408,4,1.1,1.5,1.5,1.3,0.9,2.8
13408,5,1.0,1.9,1.3,1.2,0.9,2.7
13408,6,1.0,2.2,1.3,1.3,0.9,2.8
13408,7,1.1,2.8,1.6,1.2,1.0,2.7
13408,8,1.0,1.9,1.1,1.5,0.6,2.8
13408,9,0.8,1.8,1.0,1.3,0.6,2.9
13408,10,0.7,1.5,1.0,1.0,0.6,2.6
19,1,1.6,2.3,1.8,0.8,1.8,2.8
19,2,0.8,1.1,0.6,0.9,0.5,2.7
19,3,0.5,1.0,0.5,0.9,0.8,2.7
19,4,0.2,1.5,0.6,1.1,0.0,2.9
19,5,0.2,1.2,1.0,0.8,0.1,2.7
19,6,0.2,1.5,1.2,0.9,0.2,2.2
19,7,0.5,2.3,1.4,1.1,0.4,2.9
19,8,0.2,1.9,1.1,1.5,0.6,2.9
19,9,0.2,2.0,1.4,1.4,0.5,2.8
19,10,0.5,1.5,1.2,1.1,0.5,2.7
2448,1,1.4,1.5,1.8,1.7,1.3,2.7
2448,2,1.3,1.0,1.4,0.9,0.8,2.7
2448,3,0.7,2.6,1.0,1.2,0.7,2.8
2448,4,0.5,2.1,0.8,1.1,0.7,2.8
2448,5,0.9,1.3,0.6,0.9,0.9,2.2
2448,6,0.6,1.3,0.8,1.1,0.8,2.5
2448,7,0.6,1.3,0.7,0.8,0.8,2.7
2448,8,0.6,1.4,0.9,0.8,0.9,2.7
2448,9,1.0,1.4,0.9,0.9,0.9,2.7
2448,10,0.8,1.6,0.8,0.9,0.9,2.7
11638,1,0.4,1.8,0.7,1.5,0.4,2.7
11638,2,0.3,1.5,0.4,0.2,0.3,2.8
11638,3,0.5,1.2,0.4,0.3,0.4,2.7
11638,4,0.3,0.9,0.6,0.4,0.3,2.8
11638,5,0.3,1.2,0.4,0.7,0.4,2.7
11638,6,0.4,1.2,0.4,0.4,0.6,3.0
11638,7,0.4,1.8,0.5,0.3,0.5,2.7
11638,8,0.3,1.2,0.6,0.3,0.6,2.5
11638,9,0.5,1.5,0.5,0.5,0.6,2.4
11638,10,0.5,1.7,0.7,0.8,0.7,2.8
13808,1,2.7,2.7,2.2,2.2,2.7,3.0
13808,2,1.3,2.7,1.2,1.8,1.2,2.8
13808,3,1.2,3.0,1.2,1.6,0.9,2.8
13808,4,1.2,3.0,1.3,1.5,0.7,3.0
13808,5,1.2,2.9,1.3,1.3,1.2,3.0
13808,6,0.8,2.6,1.3,1.2,0.7,3.0
13808,7,1.1,2.6,1.3,1.4,0.9,3.0
13808,8,1.1,2.7,1.7,2.3,1.1,3.0
13808,9,1.7,2.8,1.6,2.2,1.3,3.0
13808,10,1.5,2.6,1.7,2.5,1.7,2.9
12367,1,2.6,2.7,2.6,2.5,2.7,3.0
12367,2,1.9,2.7,1.9,1.7,1.7,3.0
12367,3,1.8,2.7,1.8,1.6,1.9,2.8
12367,4,1.9,2.3,1.9,1.7,1.7,2.9
12367,5,2.1,2.6,2.0,1.8,2.3,3.0
12367,6,1.9,2.5,1.8,1.9,2.3,3.0
12367,7,2.0,2.6,2.2,1.9,2.2,3.0
12367,8,2.0,2.9,2.2,2.1,2.3,3.0
12367,9,2.0,2.9,2.2,2.1,2.0,3.0
12367,10,1.9,2.9,1.8,1.9,2.0,3.0
4345,1,1.5,2.7,1.6,1.6,1.6,2.9
4345,2,0.7,3.0,0.6,0.5,0.8,3.0
4345,3,0.7,3.0,0.4,0.4,1.0,3.0
4345,4,1.0,3.0,0.4,0.6,1.3,3.0
4345,5,0.7,3.0,0.4,0.6,1.0,3.0
4345,6,0.7,2.4,0.4,0.9,0.8,3.0
4345,7,0.9,2.2,0.4,0.9,0.8,3.0
4345,8,0.8,2.1,0.4,0.9,0.8,2.9
4345,9,0.8,2.2,0.5,0.9,0.8,2.7
4345,10,1.2,2.3,0.7,0.9,0.8,2.8
13707,1,1.0,2.6,1.0,1.0,0.6,2.6
13707,2,0.7,0.5,0.7,0.6,0.4,2.6
13707,3,0.5,1.2,0.9,0.3,0.6,2.8
13707,4,0.3,1.2,0.8,0.2,0.4,2.7
13707,5,0.3,1.4,0.4,0.4,0.5,2.7
13707,6,0.4,1.2,0.3,0.3,0.4,2.7
13707,7,0.3,0.9,0.4,0.3,0.4,2.6
13707,8,0.3,0.8,0.1,0.3,0.3,2.6
13707,9,0.2,0.8,0.3,0.2,0.2,2.6
13707,10,0.2,0.7,0.2,0.2,0.2,2.7
4111,1,2.2,2.2,2.0,2.1,2.2,2.5
4111,2,1.2,2.2,1.4,1.5,1.5,2.6
4111,3,1.3,2.1,1.7,1.8,1.5,2.6
4111,4,1.3,2.1,1.5,1.6,1.3,2.7
4111,5,1.3,2.3,1.3,2.0,1.8,2.6
4111,6,1.2,2.7,1.2,2.1,1.9,2.6
4111,7,1.7,2.7,1.1,2.2,1.8,2.4
4111,8,1.9,2.9,1.4,2.1,1.9,2.8
4111,9,1.6,2.4,1.6,2.3,1.8,2.6
4111,10,1.5,1.9,1.3,2.3,1.6,2.6
9856,1,1.7,2.6,2.1,2.2,2.1,2.8
9856,2,2.0,2.7,2.1,1.2,1.9,2.8
9856,3,1.4,2.6,2.0,1.2,1.2,2.8
9856,4,1.3,2.9,1.7,1.3,1.1,2.8
9856,5,1.5,2.6,1.9,1.4,1.4,2.8
9856,6,1.3,2.6,2.1,1.7,1.2,2.9
9856,7,1.1,2.7,2.2,1.9,1.3,2.8
9856,8,1.3,2.7,2.2,2.0,1.4,2.7
9856,9,1.6,2.9,1.8,2.0,1.3,3.0
9856,10,1.5,2.7,2.0,1.8,1.2,2.6
10010,1,1.6,2.0,1.9,2.4,1.8,2.7
10010,2,1.6,1.2,2.0,2.2,1.8,2.7
10010,3,1.2,2.0,1.4,1.8,1.6,2.7
10010,4,0.8,1.3,1.4,1.4,1.4,2.7
10010,5,0.8,1.7,1.1,1.3,1.3,2.9
10010,6,0.7,1.6,1.4,1.1,0.8,2.9
10010,7,0.7,1.8,1.5,1.5,1.0,2.7
10010,8,0.5,1.8,1.0,1.0,0.9,2.5
10010,9,0.4,1.6,1.2,0.7,0.6,2.8
10010,10,0.4,1.3,1.0,0.6,0.5,2.8
4356,1,1.1,1.3,1.8,2.0,1.1,3.0
4356,2,1.8,2.1,1.9,1.5,1.6,2.6
4356,3,1.1,2.0,1.6,1.6,1.4,2.7
4356,4,1.3,2.0,1.4,1.7,1.1,2.7
4356,5,1.6,1.5,1.3,1.8,1.1,2.8
4356,6,1.7,1.9,1.4,1.6,1.4,2.6
4356,7,1.5,1.5,1.1,1.6,1.3,3.0
4356,8,1.5,2.1,1.4,1.7,1.0,2.8
4356,9,1.3,2.4,1.3,1.3,1.0,2.7
4356,10,1.6,2.3,1.3,1.3,0.9,2.7
11027,1,2.6,2.7,2.3,2.6,2.6,2.6
11027,2,1.8,2.3,2.5,2.5,2.4,3.0
11027,3,2.1,2.8,2.4,2.4,2.1,2.6
11027,4,2.1,2.9,2.4,2.3,2.1,2.5
11027,5,2.1,3.0,2.4,2.6,2.0,2.7
11027,6,1.8,2.8,2.4,2.4,1.8,2.9
11027,7,1.8,2.7,2.7,2.3,1.5,2.7
11027,8,1.8,3.0,2.4,2.2,1.8,2.8
11027,9,1.8,2.9,2.4,2.0,2.1,2.6
11027,10,1.8,2.9,2.1,1.8,1.8,2.5
3682,1,1.6,2.4,1.4,2.1,1.5,2.9
3682,2,2.0,2.5,2.0,2.3,1.5,2.7
3682,3,1.7,2.5,2.2,2.2,1.7,2.8
3682,4,1.8,2.7,1.7,2.1,1.7,2.3
3682,5,1.4,2.9,2.3,1.9,1.5,2.7
3682,6,1.6,2.8,1.8,2.1,1.8,2.5
3682,7,2.2,2.7,1.9,2.3,2.4,2.8
3682,8,2.1,2.9,2.1,1.9,1.8,2.3
3682,9,1.7,2.6,2.0,1.8,1.6,2.9
3682,10,1.7,2.5,2.0,1.9,1.7,2.6
4040,1,2.5,1.7,2.3,2.5,2.5,2.7
4040,2,1.8,1.0,1.9,1.8,1.7,2.6
4040,3,1.0,1.4,2.2,2.2,1.1,2.6
4040,4,1.8,2.4,1.7,2.3,1.4,2.8
4040,5,1.8,2.4,2.1,2.4,2.1,2.4
4040,6,1.2,2.1,1.8,2.8,2.4,2.6
4040,7,1.5,2.2,1.6,2.8,2.2,2.7
4040,8,1.2,2.4,1.5,2.2,2.1,2.7
4040,9,1.5,2.4,1.3,2.2,1.3,2.8
4040,10,1.8,2.6,1.3,2.8,1.3,2.8
9473,1,1.1,1.3,1.1,1.2,0.8,2.4
9473,2,0.6,1.6,0.7,0.7,0.7,2.5
9473,3,0.7,1.6,0.7,0.8,0.6,2.6
9473,4,0.6,1.6,0.8,0.8,0.8,2.9
9473,5,0.4,1.6,0.8,0.8,0.6,2.9
9473,6,0.5,1.8,0.7,0.7,0.6,2.6
9473,7,0.6,1.8,0.8,0.7,0.6,2.5
9473,8,0.5,1.4,0.8,0.7,0.5,2.9
9473,9,0.5,1.6,1.0,0.7,0.7,2.7
9473,10,0.5,1.4,0.9,0.7,0.7,2.6
2905,1,2.6,2.9,2.7,2.7,2.6,3.0
2905,2,2.1,2.7,2.4,2.4,2.1,3.0
2905,3,1.8,3.0,2.1,2.4,2.1,3.0
2905,4,1.8,3.0,2.4,1.9,2.1,3.0
2905,5,1.8,3.0,2.3,2.2,2.3,2.9
2905,6,1.8,3.0,2.4,1.9,2.5,3.0
2905,7,1.7,3.0,2.2,2.1,2.0,2.9
2905,8,1.7,3.0,2.5,2.2,2.3,2.9
2905,9,1.6,3.0,2.2,2.0,2.1,2.9
2905,10,1.4,3.0,2.0,1.8,1.5,3.0
315,1,0.2,0.5,0.7,2.3,0.1,2.3
315,2,0.6,1.2,0.5,1.0,0.6,2.2
315,3,0.7,1.5,0.7,0.9,0.7,2.2
315,4,0.3,1.5,0.4,0.6,0.3,2.5
315,5,0.2,1.4,0.6,0.7,0.3,2.6
315,6,0.2,0.7,0.4,0.6,0.2,2.7
315,7,0.2,1.1,0.7,1.0,0.1,2.6
315,8,0.2,1.2,0.4,1.6,0.2,2.6
315,9,0.1,1.2,0.4,1.7,0.3,2.7
315,10,0.3,1.3,0.7,1.6,0.3,2.7
3840,1,1.9,2.5,2.0,1.9,1.8,2.9
3840,2,1.9,2.6,2.0,1.4,1.6,2.7
3840,3,1.6,1.9,1.8,1.2,1.0,2.7
3840,4,1.5,2.4,1.9,1.2,1.1,2.7
3840,5,1.1,2.1,1.9,1.3,1.5,2.9
3840,6,1.6,1.9,1.4,1.1,1.5,2.8
3840,7,2.0,2.1,1.6,1.4,1.4,2.6
3840,8,1.6,2.5,1.6,1.0,1.5,3.0
3840,9,1.6,1.9,1.8,1.3,1.6,2.5
3840,10,1.8,1.9,1.6,1.3,1.7,2.8
13886,1,0.6,2.1,0.7,1.9,1.1,2.6
13886,2,0.7,2.0,0.8,2.3,0.9,2.8
13886,3,0.5,1.8,0.7,1.8,0.8,2.3
13886,4,0.4,1.7,0.9,0.7,0.8,2.5
13886,5,0.5,1.8,0.5,1.2,0.4,2.9
13886,6,0.4,2.0,0.4,0.9,0.6,2.3
13886,7,0.4,2.8,0.7,1.4,0.7,2.6
13886,8,0.3,3.0,0.4,0.6,0.6,2.6
13886,9,0.3,1.8,0.4,0.7,0.5,2.9
13886,10,0.5,2.1,0.4,0.6,0.5,2.8
6434,1,2.4,2.2,2.1,2.4,2.4,2.9
6434,2,2.4,2.2,2.4,1.8,1.8,2.9
6434,3,1.2,2.9,1.8,1.2,0.6,2.9
6434,4,0.6,2.8,2.1,0.9,0.6,3.0
6434,5,0.6,2.3,1.5,1.5,0.6,2.9
6434,6,1.2,2.2,1.8,1.2,0.6,3.0
6434,7,1.2,2.3,1.5,1.5,0.9,3.0
6434,8,0.9,2.3,1.8,1.8,0.9,3.0
6434,9,1.2,2.4,1.8,1.8,1.5,2.9
6434,10,1.2,2.4,1.8,1.8,1.2,2.9
10073,1,0.5,2.5,1.7,1.1,0.3,2.6
10073,2,0.2,0.5,0.7,0.5,0.5,2.7
10073,3,0.1,2.1,0.4,0.3,0.5,2.4
10073,4,0.1,2.2,0.6,0.4,0.1,2.6
10073,5,0.1,0.4,0.5,0.0,0.2,2.6
10073,6,0.4,0.3,0.5,0.0,0.2,2.7
10073,7,0.4,0.5,0.5,0.1,0.5,2.5
10073,8,0.4,0.2,0.4,0.1,0.5,2.8
10073,9,0.1,0.2,0.5,0.1,0.5,2.4
10073,10,0.1,0.1,0.7,0.1,0.5,2.6
6594,1,2.3,1.7,2.4,2.2,2.2,2.2
6594,2,2.3,2.6,2.2,2.2,2.2,2.7
6594,3,1.5,1.7,1.9,1.7,1.5,2.6
6594,4,1.3,1.7,1.7,1.4,1.3,2.4
6594,5,1.1,2.6,1.6,1.2,1.1,2.4
6594,6,1.1,2.7,1.6,1.4,1.2,2.6
6594,7,1.5,2.6,1.4,1.4,1.3,2.6
6594,8,1.5,2.3,1.4,1.8,1.3,2.8
6594,9,1.5,1.6,1.4,1.7,1.3,2.5
6594,10,1.4,1.7,1.4,1.6,1.1,2.6
12824,1,1.9,1.6,2.3,1.6,2.0,2.9
12824,2,1.8,1.7,1.4,1.6,0.7,2.9
12824,3,1.1,2.4,1.9,1.5,1.1,2.9
12824,4,1.5,2.3,1.3,1.6,1.0,2.9
12824,5,0.9,2.1,1.4,2.0,1.2,2.6
12824,6,0.7,2.1,1.1,1.5,0.9,3.0
12824,7,0.9,2.1,1.3,1.3,0.9,2.7
12824,8,0.8,2.3,1.2,1.4,1.2,3.0
12824,9,0.8,2.1,1.1,1.5,0.9,3.0
12824,10,0.9,2.3,1.0,1.1,1.1,3.0
9048,1,1.8,1.6,1.9,2.4,1.8,2.8
9048,2,0.9,1.4,0.9,0.9,1.1,2.5
9048,3,1.1,1.7,0.9,1.1,1.2,2.7
9048,4,1.0,2.4,0.8,1.1,1.1,2.9
9048,5,1.4,1.6,1.3,1.2,1.2,2.7
9048,6,1.1,1.2,1.0,0.9,1.0,2.7
9048,7,1.3,2.2,1.6,0.9,1.1,2.8
9048,8,1.0,2.2,0.8,1.0,1.2,2.5
9048,9,0.9,2.1,1.1,0.9,1.2,2.5
9048,10,1.0,1.9,1.5,1.0,1.4,3.0
3228,1,1.3,1.5,1.4,2.1,1.2,2.8
3228,2,1.2,2.9,1.7,1.9,0.9,2.8
3228,3,1.5,2.6,1.9,1.5,1.0,2.6
3228,4,1.1,1.9,1.9,1.9,1.1,2.5
3228,5,1.1,2.0,2.5,1.5,1.1,2.5
3228,6,0.9,1.8,2.0,1.7,1.0,2.7
3228,7,1.0,2.1,2.4,1.9,0.8,2.8
3228,8,0.9,2.1,1.9,1.4,0.9,3.0
3228,9,1.1,1.9,2.0,1.3,0.9,3.0
3228,10,1.2,2.0,1.8,1.5,1.0,2.5
14332,1,0.8,0.9,0.9,1.9,1.1,2.9
14332,2,0.9,1.0,0.9,1.1,0.7,2.4
14332,3,0.7,0.9,0.8,0.7,0.7,2.5
14332,4,0.7,0.8,0.8,1.2,0.7,3.0
14332,5,0.7,1.0,0.9,1.6,0.7,2.9
14332,6,0.6,1.0,0.9,1.2,0.7,2.9
14332,7,0.5,1.2,1.1,1.0,0.6,2.6
14332,8,0.6,1.1,1.5,1.2,0.5,2.6
14332,9,0.5,1.3,1.5,1.0,0.6,2.8
14332,10,0.6,1.1,1.0,1.0,0.6,2.4
7170,1,2.5,2.7,2.4,2.7,2.3,2.9
7170,2,1.8,2.5,1.9,2.0,2.0,3.0
7170,3,1.5,2.4,2.1,2.0,1.6,2.9
7170,4,1.6,3.0,2.1,1.7,2.1,3.0
7170,5,1.2,2.7,1.9,1.3,1.1,3.0
7170,6,1.4,2.7,2.1,1.5,1.8,3.0
7170,7,2.1,2.7,2.1,1.5,1.9,2.6
7170,8,1.7,3.0,2.1,2.1,2.1,3.0
7170,9,1.7,2.4,2.1,1.9,1.8,2.7
7170,10,1.7,2.4,2.1,2.2,1.6,3.0
4237,1,1.7,2.1,1.3,1.7,1.5,2.6
4237,2,1.2,2.7,0.8,1.5,1.0,3.0
4237,3,0.5,2.4,1.0,1.7,0.6,2.6
4237,4,1.0,2.4,1.3,1.3,1.3,3.0
4237,5,1.0,1.9,1.1,1.6,1.2,2.9
4237,6,0.9,2.1,1.0,1.5,0.8,2.8
4237,7,0.8,1.8,1.6,1.5,1.2,2.7
4237,8,0.9,2.5,1.3,1.7,1.0,2.9
4237,9,0.7,2.5,1.0,1.7,1.1,2.6
4237,10,0.7,2.1,1.2,1.6,0.6,2.6
12405,1,1.7,2.1,2.0,2.0,1.8,2.8
12405,2,2.2,2.5,2.1,1.8,1.9,2.6
12405,3,1.8,2.6,2.7,1.9,2.1,2.8
12405,4,2.2,2.5,2.6,2.3,2.4,2.7
12405,5,2.1,2.5,2.4,2.2,1.8,2.8
12405,6,1.8,2.7,2.2,2.0,1.5,2.7
12405,7,1.8,3.0,2.7,2.3,1.3,2.6
12405,8,1.8,3.0,2.7,2.1,1.7,2.7
12405,9,1.7,3.0,2.7,1.8,2.0,2.8
12405,10,1.7,2.8,2.7,2.3,1.8,2.8
11424,1,1.7,1.9,1.9,1.8,1.9,2.6
11424,2,1.4,1.2,1.1,1.1,0.6,3.0
11424,3,1.2,2.0,0.8,1.0,0.8,2.7
11424,4,0.6,1.1,0.7,0.9,0.5,2.8
11424,5,0.4,1.5,0.7,0.8,0.5,2.8
11424,6,0.3,1.5,0.6,0.7,0.5,3.0
11424,7,0.2,1.6,0.4,0.5,0.4,2.9
11424,8,0.3,1.6,0.7,0.6,0.5,2.8
11424,9,0.3,1.3,0.5,0.6,0.4,2.7
11424,10,0.2,1.4,0.5,0.5,0.4,3.0
3234,1,1.0,1.6,1.2,1.8,1.4,2.3
3234,2,1.2,1.4,1.0,1.8,1.3,2.6
3234,3,1.2,1.6,1.1,1.3,0.8,2.6
3234,4,0.7,2.3,0.9,1.2,0.5,2.9
3234,5,0.8,2.3,1.2,1.0,0.7,2.6
3234,6,1.1,2.3,1.2,1.3,1.0,2.6
3234,7,0.8,2.5,1.1,1.3,1.0,2.9
3234,8,1.0,2.5,1.0,1.3,0.7,2.6
3234,9,0.9,2.4,0.9,1.3,0.9,2.9
3234,10,1.0,2.8,0.7,1.3,1.3,2.8
11956,1,1.0,1.9,1.0,1.7,0.9,2.8
11956,2,1.0,1.9,1.0,1.5,1.2,2.4
11956,3,0.9,2.8,1.3,1.6,1.2,2.6
11956,4,1.3,2.4,1.1,2.1,1.3,2.9
11956,5,1.2,2.2,1.2,1.4,1.4,2.7
11956,6,1.2,2.3,1.3,1.8,1.4,2.7
11956,7,1.4,2.2,1.3,2.2,1.4,2.8
11956,8,1.6,2.7,0.9,2.2,1.5,2.8
11956,9,2.1,2.5,1.3,2.4,1.7,2.8
11956,10,1.8,2.3,1.0,2.4,1.7,2.6
5174,1,1.9,2.4,1.8,2.6,2.2,2.6
5174,2,0.9,2.5,1.6,1.9,0.9,2.9
5174,3,0.4,2.2,1.6,0.7,0.5,2.8
5174,4,0.5,2.1,1.7,0.6,0.4,2.9
5174,5,0.6,2.7,1.5,0.5,0.5,2.7
5174,6,0.5,2.8,1.6,0.5,0.4,2.8
5174,7,0.4,2.4,1.9,0.7,0.4,2.8
5174,8,0.4,2.5,1.7,0.4,0.3,2.7
5174,9,0.4,1.8,1.7,0.4,0.3,2.7
5174,10,0.4,1.2,1.7,0.4,0.5,2.7
10321,1,1.0,1.5,0.9,1.9,1.3,2.6
10321,2,0.9,1.0,1.2,1.0,0.9,2.8
10321,3,0.9,1.3,0.8,0.8,0.8,2.3
10321,4,0.9,1.0,1.0,1.0,1.2,2.9
10321,5,0.7,1.4,0.8,0.7,0.8,2.8
10321,6,0.9,0.9,0.9,0.8,0.8,2.6
10321,7,0.9,1.6,0.9,1.0,0.9,2.9
10321,8,0.9,1.3,0.8,0.6,0.7,2.6
10321,9,0.8,1.3,0.9,0.9,1.0,2.7
10321,10,0.7,1.3,0.8,0.7,0.8,3.0
3853,1,2.4,2.2,2.5,2.4,2.2,2.7
3853,2,1.9,2.6,2.3,2.0,1.7,2.6
3853,3,1.5,2.1,2.1,1.5,1.6,2.8
3853,4,1.1,1.6,1.6,1.3,0.9,2.7
3853,5,1.8,1.8,2.3,1.3,1.5,2.7
3853,6,1.8,1.9,2.2,1.3,1.9,2.5
3853,7,1.9,2.0,2.2,1.3,1.9,2.7
3853,8,2.2,1.7,2.2,1.8,1.9,2.5
3853,9,2.1,1.8,2.4,1.6,1.9,2.8
3853,10,1.7,2.1,2.3,1.7,1.6,2.9
8720,1,1.6,2.7,1.8,2.7,1.6,2.9
8720,2,1.6,2.4,2.7,2.0,1.4,2.8
8720,3,1.8,1.4,2.1,1.2,1.5,2.9
8720,4,1.8,1.7,2.1,1.6,1.4,2.9
8720,5,1.8,2.0,1.8,1.6,1.2,3.0
8720,6,1.5,2.0,1.5,1.6,0.9,3.0
8720,7,1.2,2.3,1.5,1.6,1.2,2.9
8720,8,1.8,2.3,1.5,1.3,1.2,3.0
8720,9,1.5,2.3,1.5,1.0,1.2,2.8
8720,10,1.5,2.3,1.2,1.0,1.2,3.0
9340,1,0.9,1.4,1.2,1.2,1.0,2.7
9340,2,0.7,0.6,0.5,0.9,0.7,2.5
9340,3,0.7,1.4,0.7,0.8,0.7,2.8
9340,4,0.7,1.2,0.9,0.8,0.8,2.7
9340,5,0.7,1.2,0.9,0.8,1.0,2.7
9340,6,0.7,1.0,0.9,0.7,1.0,2.7
9340,7,0.7,1.1,1.0,0.7,1.0,2.5
9340,8,0.7,1.4,0.9,0.6,1.0,2.6
9340,9,0.8,1.0,0.9,0.7,1.0,2.7
9340,10,0.6,0.9,1.0,0.7,0.7,2.7
12647,1,1.5,2.6,1.1,1.9,1.5,2.7
12647,2,0.8,2.3,1.1,1.0,0.8,3.0
12647,3,0.7,2.0,1.4,1.3,1.4,2.9
12647,4,0.6,1.6,1.4,1.3,0.8,2.9
12647,5,0.8,2.5,1.9,1.3,1.2,3.0
12647,6,0.6,2.0,1.3,1.1,0.8,2.9
12647,7,0.5,2.0,1.5,1.2,1.1,2.8
12647,8,0.7,2.3,1.8,1.1,0.7,2.7
12647,9,0.7,2.3,1.3,1.4,0.8,3.0
12647,10,0.5,2.4,1.7,1.1,0.8,2.8
6573,1,1.7,2.7,2.1,2.5,2.2,2.9
6573,2,0.3,2.1,0.6,2.3,0.9,2.8
6573,3,0.3,3.0,1.1,2.0,0.2,3.0
6573,4,0.3,3.0,1.0,1.5,0.2,2.9
6573,5,0.3,3.0,0.9,1.8,0.2,3.0
6573,6,0.3,2.9,0.6,1.3,0.2,2.9
6573,7,0.3,2.7,0.7,1.0,0.3,3.0
6573,8,0.3,2.6,0.5,1.5,0.2,2.9
6573,9,0.3,2.8,0.6,1.5,0.2,2.9
6573,10,0.3,2.6,0.7,1.5,0.4,3.0
3244,1,2.5,2.7,2.5,2.5,2.4,3.0
3244,2,1.9,1.5,1.8,2.1,1.6,3.0
3244,3,1.6,1.8,1.8,1.7,1.5,2.7
3244,4,0.9,1.5,1.3,1.3,1.0,3.0
3244,5,0.7,1.7,0.8,0.8,0.7,2.7
3244,6,1.0,1.8,0.9,1.7,0.9,2.9
3244,7,1.2,1.9,0.9,1.7,0.9,2.9
3244,8,0.3,1.8,1.0,1.3,0.4,2.9
3244,9,0.8,2.1,0.7,1.6,0.4,2.9
3244,10,0.3,2.0,1.0,1.2,0.6,2.9
9254,1,1.2,1.8,1.6,2.0,2.0,2.6
9254,2,0.8,1.8,1.7,0.9,0.6,2.1
9254,3,0.5,2.4,0.8,0.6,0.5,2.7
9254,4,0.8,2.0,1.0,0.6,0.5,2.6
9254,5,0.7,2.1,0.9,1.0,0.4,2.7
9254,6,0.8,2.1,1.0,1.0,0.6,2.8
9254,7,0.5,2.1,0.6,1.2,0.8,2.6
9254,8,0.3,1.7,0.5,1.0,0.6,2.7
9254,9,1.1,2.4,0.5,0.9,0.7,2.6
9254,10,0.6,1.7,0.5,0.9,1.0,2.7
5538,1,1.9,2.4,2.0,2.5,2.4,2.6
5538,2,2.3,2.5,2.4,2.3,1.8,2.5
5538,3,0.9,2.4,1.6,1.7,0.5,2.9
5538,4,1.0,2.3,1.6,1.9,0.2,2.9
5538,5,0.9,2.6,1.5,1.6,0.2,2.7
5538,6,0.8,2.2,1.4,1.3,0.4,2.9
5538,7,0.8,2.1,1.4,2.1,0.4,2.7
5538,8,0.8,2.1,1.3,1.9,0.5,2.9
5538,9,0.7,2.1,1.3,1.6,0.4,2.9
5538,10,1.1,2.1,1.3,1.8,0.4,2.9
12338,1,0.9,1.6,1.3,1.4,0.8,2.6
12338,2,0.3,1.6,1.2,1.1,0.5,2.5
12338,3,0.7,1.6,1.4,1.0,1.2,2.8
12338,4,0.4,1.6,1.3,1.0,0.6,2.8
12338,5,0.6,1.3,1.0,0.8,0.6,2.4
12338,6,0.2,0.8,1.0,0.7,0.6,2.8
12338,7,0.3,1.7,1.0,1.1,0.3,2.8
12338,8,0.2,1.5,1.4,1.2,0.2,2.4
12338,9,0.2,1.5,1.2,0.9,0.3,2.4
12338,10,0.5,1.5,1.3,0.9,0.4,2.8
5038,1,2.1,1.8,2.2,2.3,1.5,2.9
5038,2,1.6,2.3,1.7,2.1,1.1,2.9
5038,3,1.8,2.5,2.1,2.4,1.5,2.6
5038,4,0.9,2.1,1.7,2.1,1.0,2.9
5038,5,1.2,2.1,1.7,1.7,0.7,3.0
5038,6,1.2,2.0,1.0,1.7,0.7,2.9
5038,7,1.1,2.2,1.0,1.6,0.8,3.0
5038,8,1.1,2.1,1.6,1.4,0.8,2.9
5038,9,1.0,2.1,1.7,1.7,0.9,2.9
5038,10,1.1,2.1,1.8,1.5,1.0,2.9
1157,1,2.5,2.3,2.5,2.5,2.7,2.6
1157,2,2.2,2.4,2.2,2.4,2.4,2.8
1157,3,1.6,2.3,2.1,1.8,2.4,3.0
1157,4,2.0,2.7,2.4,2.7,2.3,2.9
1157,5,1.9,2.1,2.6,2.7,2.4,2.8
1157,6,2.4,2.7,2.9,2.7,2.7,2.5
1157,7,2.3,2.8,2.7,2.7,2.3,2.3
1157,8,2.4,2.6,2.5,2.7,2.7,2.6
1157,9,2.4,2.1,2.6,2.9,2.4,2.4
1157,10,1.9,2.1,2.6,2.7,2.4,2.8
8408,1,1.3,1.7,1.5,2.0,1.5,2.7
8408,2,1.3,1.8,1.2,1.0,1.0,2.8
8408,3,0.8,1.5,0.9,0.7,0.8,2.9
8408,4,1.3,1.9,1.0,1.0,1.1,2.5
8408,5,0.9,1.8,0.7,0.9,0.7,2.6
8408,6,0.9,2.0,0.6,0.9,0.6,2.7
8408,7,1.1,2.0,0.9,0.7,0.6,2.7
8408,8,0.9,2.0,0.7,0.8,0.7,2.6
8408,9,0.8,2.0,0.7,0.9,0.7,2.4
8408,10,0.9,2.0,0.7,0.9,1.0,2.8
4817,1,2.0,2.2,1.9,2.2,2.2,2.5
4817,2,1.0,1.7,1.8,1.9,1.5,2.7
4817,3,1.2,2.2,1.6,1.3,1.2,2.5
4817,4,1.0,1.5,1.8,1.2,1.0,2.7
4817,5,0.6,2.1,1.4,1.7,0.8,2.7
4817,6,0.9,1.6,1.3,1.3,1.0,2.8
4817,7,1.1,1.7,1.2,1.0,0.8,2.6
4817,8,0.9,1.9,1.3,1.2,1.0,2.8
4817,9,0.8,2.0,1.3,1.2,1.1,2.8
4817,10,0.7,2.0,1.1,1.2,1.1,2.5
7903,1,1.8,1.1,2.3,2.3,1.6,2.5
