poster_number,avg_node_distance,avg_node_distance_kw,avg_random,number_recommend
2180,1.1,1.6,2.9,2
2180,0.7,1.9,2.6,3
2180,0.8,1.5,2.7,4
2180,1.0,1.2,2.5,5
12904,2.1,2.3,2.9,1
12904,0.9,1.8,2.7,2
12904,0.4,2.2,2.7,3
12904,0.7,1.9,2.6,4
12904,1.0,2.1,2.6,5
12181,1.2,2.1,2.8,1
12181,1.0,2.1,2.9,2
12181,0.9,1.9,2.8,3
12181,2.1,1.8,2.8,4
12181,2.2,1.9,2.5,5
14425,1.3,1.5,2.8,1
14425,0.9,1.6,2.8,2
14425,1.1,1.5,2.8,3
14425,1.0,1.5,3.0,4
14425,0.8,1.8,2.2,5
9426,2.1,2.9,2.8,1
9426,1.3,2.2,2.6,2
9426,1.5,3.0,2.7,3
9426,1.4,3.0,2.9,4
9426,1.4,2.6,2.8,5
10161,1.4,3.0,2.6,1
10161,1.8,2.2,2.5,2
10161,1.7,2.4,2.7,3
10161,1.1,2.4,2.7,4
10161,1.2,2.6,2.8,5
9760,3.0,3.0,2.9,1
9760,1.3,3.0,3.0,2
9760,1.0,2.7,3.0,3
9760,1.0,3.0,2.8,4
9760,1.2,3.0,2.8,5
431,2.4,2.2,2.9,1
431,1.0,2.7,2.9,2
431,1.1,2.9,2.9,3
431,1.2,2.7,2.9,4
431,1.1,2.7,2.9,5
4128,2.5,3.0,2.8,1
4128,2.2,1.7,2.8,2
4128,2.0,1.8,2.8,3
4128,1.9,1.5,2.7,4
4128,2.2,1.6,2.9,5
4803,2.2,2.7,2.8,1
4803,1.0,2.4,2.8,2
4803,1.1,2.7,3.0,3
4803,1.0,2.0,2.9,4
4803,1.2,2.1,2.9,5
3043,0.7,0.7,2.6,1
3043,0.4,0.9,2.7,2
3043,0.7,2.5,3.0,3
3043,0.6,2.4,2.8,4
3043,0.4,2.0,2.7,5
9354,2.7,1.4,2.5,1
9354,2.1,2.3,2.8,2
9354,1.1,0.7,2.8,3
9354,0.5,1.7,2.1,4
9354,0.6,1.0,2.1,5
11572,1.3,2.4,2.9,1
11572,1.2,2.5,2.6,2
11572,0.5,2.8,2.6,3
11572,0.6,2.3,2.6,4
11572,1.0,2.1,2.5,5
12473,1.2,2.6,2.3,1
12473,0.2,2.8,2.9,2
12473,0.0,2.5,2.5,3
12473,0.1,1.1,2.6,4
12473,0.3,1.1,2.7,5
11214,1.6,2.2,2.6,1
11214,1.5,2.2,2.4,2
11214,1.3,2.4,2.6,3
11214,0.8,2.3,2.7,4
11214,0.6,1.7,2.8,5
8479,0.9,1.3,3.0,1
8479,0.9,2.7,2.9,2
8479,0.8,3.0,2.8,3
8479,1.1,2.5,2.6,4
8479,0.9,1.8,2.7,5
7049,0.8,1.0,2.7,1
7049,1.0,1.2,2.8,2
7049,0.8,0.9,2.6,3
7049,0.8,1.1,2.6,4
7049,0.8,1.4,2.7,5
9393,1.4,3.0,2.7,1
9393,1.5,2.7,2.9,2
9393,1.4,2.8,2.5,3
9393,0.8,1.3,2.8,4
9393,0.6,1.5,2.9,5
5310,1.4,1.1,2.6,1
5310,1.0,1.7,2.5,2
5310,0.9,1.7,2.4,3
5310,1.1,1.4,2.8,4
5310,0.9,1.7,2.7,5
6363,1.8,1.5,2.8,1
6363,0.9,1.0,2.5,2
6363,0.8,2.1,2.5,3
6363,0.6,0.8,2.7,4
6363,0.4,1.0,2.9,5
6718,2.2,2.9,3.0,1
6718,1.6,2.7,3.0,2
6718,1.4,2.6,2.9,3
6718,1.6,2.5,2.9,4
6718,1.8,2.9,3.0,5
14602,2.2,2.8,2.9,1
14602,2.0,2.8,2.8,2
14602,1.7,2.7,2.8,3
14602,1.1,2.5,3.0,4
14602,1.3,2.4,2.9,5
14483,0.4,2.7,2.8,1
14483,0.4,2.4,3.0,2
14483,0.4,2.6,2.9,3
14483,0.6,2.6,2.9,4
14483,0.5,2.2,2.8,5
12465,2.8,2.3,2.8,1
12465,0.9,2.0,2.8,2
12465,0.7,2.2,2.5,3
12465,0.7,2.9,3.0,4
12465,0.5,2.4,2.7,5
13544,2.5,0.7,2.5,1
13544,1.0,1.0,3.0,2
13544,0.0,1.0,2.9,3
13544,0.1,1.1,2.9,4
13544,0.4,0.8,2.9,5
8607,1.7,2.6,2.9,1
8607,1.5,3.0,2.9,2
8607,1.8,2.9,2.7,3
8607,1.6,2.9,2.8,4
8607,1.4,2.8,3.0,5
6041,2.2,1.7,2.9,1
6041,1.2,1.7,2.9,2
6041,2.2,1.5,2.6,3
6041,1.9,1.5,2.7,4
6041,1.6,2.1,2.9,5
10559,2.4,3.0,2.9,1
10559,0.9,3.0,2.9,2
10559,0.6,2.9,2.8,3
10559,0.1,2.8,2.7,4
10559,0.6,2.4,3.0,5
11243,1.8,1.6,2.9,1
11243,1.5,2.2,2.9,2
11243,1.4,2.6,2.8,3
11243,1.1,2.3,3.0,4
11243,1.4,2.5,3.0,5
5996,2.4,2.9,2.8,1
5996,0.6,1.6,2.7,2
5996,0.3,1.5,2.7,3
5996,0.6,1.8,2.9,4
5996,0.6,2.0,2.7,5
8740,2.3,2.5,3.0,1
8740,1.3,2.6,2.9,2
8740,1.1,2.1,2.9,3
8740,1.6,2.0,2.8,4
8740,0.9,2.1,3.0,5
12181,1.2,2.1,2.8,1
12181,1.3,2.1,2.9,2
12181,0.7,1.6,2.6,3
12181,1.0,2.0,2.9,4
12181,1.1,1.4,2.6,5
6321,1.8,2.4,2.5,1
6321,1.2,2.6,2.5,2
6321,1.5,2.5,2.7,3
6321,1.1,1.6,2.7,4
6321,1.2,1.4,2.6,5
10084,1.6,3.0,2.8,1
10084,2.0,1.7,2.8,2
10084,1.0,1.8,2.4,3
10084,1.0,2.1,2.8,4
10084,1.6,2.2,2.9,5
4901,2.4,1.5,2.8,1
4901,2.5,2.3,2.4,2
4901,1.9,2.7,2.9,3
4901,2.2,2.1,2.8,4
4901,2.0,1.9,2.8,5
10445,2.7,2.8,2.5,1
10445,1.0,2.2,2.7,2
10445,0.9,2.4,2.5,3
10445,1.1,1.6,2.6,4
10445,1.3,1.3,2.5,5
4954,1.4,2.2,2.5,1
4954,1.1,1.5,2.8,2
4954,1.8,2.6,2.8,3
4954,1.6,2.0,2.7,4
4954,1.8,2.0,2.9,5
4745,1.0,1.5,2.8,1
4745,1.0,1.8,2.9,2
4745,1.4,1.9,2.9,3
4745,1.0,2.1,3.0,4
4745,0.5,2.0,2.8,5
14672,1.2,2.2,3.0,1
14672,1.0,1.2,2.8,2
14672,0.6,1.2,2.5,3
14672,0.7,1.3,2.7,4
14672,0.7,1.2,2.4,5
6804,2.3,2.3,3.0,1
6804,1.9,2.3,2.8,2
6804,2.0,2.4,3.0,3
6804,1.2,2.5,2.9,4
6804,1.2,2.4,2.9,5
1641,0.6,2.1,2.6,1
1641,0.4,2.0,2.6,2
1641,0.6,2.1,2.8,3
1641,0.3,1.9,2.7,4
1641,0.1,2.0,3.0,5
1059,1.6,1.3,2.8,1
1059,0.8,0.6,2.9,2
1059,0.7,1.1,2.6,3
1059,0.8,1.3,2.9,4
1059,0.7,0.9,2.7,5
10176,2.9,1.6,2.7,1
10176,1.6,2.2,2.7,2
10176,0.8,2.2,2.9,3
10176,0.0,1.6,2.8,4
10176,0.3,1.5,2.9,5
10902,2.5,2.2,2.9,1
10902,1.6,2.6,3.0,2
10902,1.2,2.5,2.6,3
10902,1.1,2.4,3.0,4
10902,0.9,3.0,2.9,5
8387,0.8,0.6,2.7,1
8387,1.0,1.0,2.9,2
8387,1.0,1.1,2.5,3
8387,0.8,1.0,2.4,4
8387,0.7,1.0,2.8,5
1090,0.7,2.4,2.5,1
1090,0.4,2.2,2.8,2
1090,0.4,2.2,2.7,3
1090,0.4,2.0,2.6,4
1090,0.3,1.5,2.9,5
3720,1.6,2.9,2.8,1
3720,0.4,2.9,2.9,2
3720,0.6,2.9,2.8,3
3720,0.5,2.8,2.8,4
3720,0.4,2.8,2.9,5
13103,2.3,2.6,2.9,1
13103,1.8,1.4,2.8,2
13103,1.3,2.0,2.9,3
13103,1.4,2.2,2.6,4
13103,1.3,1.6,3.0,5
12467,2.9,2.7,2.5,1
12467,0.5,1.7,2.6,2
12467,0.7,1.1,2.9,3
12467,1.2,1.4,2.7,4
12467,1.3,1.3,2.7,5
5876,0.9,1.3,2.9,1
5876,1.1,2.6,2.8,2
5876,0.9,2.0,3.0,3
5876,0.7,2.3,2.7,4
5876,0.7,2.2,2.9,5
5408,1.7,0.8,2.3,1
5408,1.6,0.9,2.7,2
5408,1.4,0.7,3.0,3
5408,0.5,1.2,2.8,4
5408,1.1,1.2,2.8,5
13264,3.0,3.0,2.8,1
13264,2.7,3.0,2.7,2
13264,2.4,2.9,3.0,3
13264,2.4,3.0,2.9,4
13264,2.1,3.0,3.0,5
7433,1.8,1.1,2.8,1
7433,1.8,1.4,3.0,2
7433,1.0,1.1,2.7,3
7433,0.8,0.8,2.5,4
7433,0.8,1.0,2.5,5
8696,1.7,2.6,3.0,1
8696,1.3,2.1,3.0,2
8696,0.8,2.3,2.8,3
8696,1.1,2.7,2.9,4
8696,0.9,1.5,2.6,5
11045,1.8,1.8,2.8,1
11045,1.8,1.6,2.5,2
11045,1.8,1.1,2.7,3
11045,1.2,1.9,2.7,4
11045,1.4,2.1,2.9,5
5416,2.1,2.8,2.9,1
5416,1.1,2.6,2.5,2
5416,0.9,1.3,2.8,3
5416,0.6,1.3,2.4,4
5416,0.6,1.2,3.0,5
12181,1.2,2.1,2.8,1
12181,1.0,2.0,2.9,2
12181,0.7,2.0,2.7,3
12181,0.6,1.8,2.8,4
12181,0.6,2.3,2.9,5
1635,0.7,2.2,2.7,1
1635,0.9,2.2,2.8,2
1635,1.4,2.3,2.6,3
1635,1.0,2.3,2.6,4
1635,0.4,2.0,3.0,5
5930,1.6,2.4,2.7,1
5930,1.4,2.0,2.8,2
5930,1.5,1.6,2.8,3
5930,1.1,2.0,2.8,4
5930,1.2,2.2,3.0,5
10498,2.4,3.0,2.7,1
10498,2.4,2.7,2.9,2
10498,2.4,3.0,2.7,3
10498,2.4,2.7,3.0,4
10498,2.1,2.7,3.0,5
7644,0.4,2.4,2.2,1
7644,0.4,2.4,2.7,2
7644,0.1,1.6,2.7,3
7644,0.0,1.9,2.4,4
7644,0.1,0.7,2.9,5
8874,1.8,1.9,3.0,1
8874,2.6,2.5,2.8,2
8874,1.0,3.0,2.4,3
8874,1.4,3.0,2.7,4
8874,1.1,2.5,2.8,5
5998,2.2,1.0,2.5,1
5998,0.6,0.9,2.7,2
5998,0.5,1.0,2.6,3
5998,0.6,1.2,2.5,4
5998,0.8,1.2,2.8,5
3287,2.6,2.0,2.9,1
3287,1.5,2.2,2.7,2
3287,2.0,3.0,2.9,3
3287,1.1,3.0,2.8,4
3287,2.0,2.7,3.0,5
12677,2.1,2.1,2.8,1
12677,2.2,1.6,3.0,2
12677,1.9,2.4,3.0,3
12677,2.0,2.5,3.0,4
12677,1.9,2.3,2.9,5
1929,2.4,2.2,3.0,1
1929,2.3,2.6,3.0,2
1929,1.1,2.8,2.9,3
1929,0.5,2.9,3.0,4
1929,1.0,1.9,3.0,5
8643,2.4,2.9,2.7,1
8643,1.7,2.5,2.7,2
8643,1.8,1.5,2.7,3
8643,1.4,2.3,2.8,4
8643,1.4,2.1,2.5,5
3835,1.7,2.6,2.7,1
3835,1.6,2.7,2.9,2
3835,1.6,2.7,2.6,3
3835,1.5,2.4,2.6,4
3835,1.3,2.4,2.9,5
9344,0.7,2.2,2.6,1
9344,0.7,1.9,2.5,2
9344,0.3,2.3,2.7,3
9344,0.7,2.5,2.7,4
9344,0.8,2.1,2.3,5
13508,1.9,2.6,2.5,1
13508,1.4,1.6,2.8,2
13508,1.7,3.0,2.7,3
13508,1.5,2.2,2.8,4
13508,1.5,2.1,2.3,5
10240,1.6,1.6,2.3,1
10240,1.1,2.0,2.6,2
10240,1.4,2.2,2.6,3
10240,1.2,1.8,2.4,4
10240,0.9,1.3,3.0,5
1829,1.5,2.3,2.8,1
1829,2.0,2.8,2.9,2
1829,2.1,2.3,2.8,3
1829,1.7,2.3,2.8,4
1829,1.5,2.1,3.0,5
91,1.8,2.6,2.9,1
91,1.4,2.3,2.8,2
91,1.2,2.2,2.9,3
91,1.5,2.1,3.0,4
91,1.8,1.7,3.0,5
253,2.7,2.6,2.7,1
253,1.9,1.1,2.7,2
253,1.7,1.3,2.8,3
253,1.4,1.1,2.7,4
253,1.6,1.4,2.6,5
11656,1.0,1.1,2.9,1
11656,1.1,0.9,2.7,2
11656,1.2,2.0,2.6,3
11656,0.2,2.6,2.7,4
11656,0.2,1.3,2.7,5
1845,0.9,2.6,2.7,1
1845,1.0,2.2,2.7,2
1845,0.8,2.7,2.9,3
1845,0.6,2.6,3.0,4
1845,0.3,2.3,2.7,5
3576,2.1,2.8,2.6,1
3576,0.9,1.1,2.5,2
3576,0.6,1.9,2.9,3
3576,0.7,1.9,2.8,4
3576,0.9,1.7,2.9,5
6502,2.2,1.2,2.9,1
6502,0.4,1.7,2.6,2
6502,0.5,1.1,3.0,3
6502,0.4,1.6,2.6,4
6502,0.3,1.6,2.7,5
12047,1.3,1.4,2.9,1
12047,0.8,1.7,2.9,2
12047,0.8,1.6,2.9,3
12047,0.8,1.3,2.8,4
12047,0.8,1.3,3.0,5
1241,2.5,2.8,2.6,1
1241,2.0,2.7,2.8,2
1241,1.5,2.8,2.7,3
1241,1.6,3.0,2.7,4
1241,1.4,2.7,2.8,5
7394,2.0,1.8,2.7,1
7394,1.4,2.1,3.0,2
7394,0.8,2.0,2.8,3
7394,1.3,2.1,2.7,4
7394,1.5,2.2,2.9,5
4773,0.9,2.9,2.6,1
4773,0.6,1.6,2.6,2
4773,0.8,1.5,2.7,3
4773,0.4,2.2,2.6,4
4773,0.4,2.2,2.8,5
7889,1.9,1.9,2.5,1
7889,0.7,1.3,2.8,2
7889,0.5,1.1,2.6,3
7889,0.7,0.8,2.5,4
7889,0.6,0.5,2.8,5
1996,1.8,2.4,2.8,1
1996,1.3,2.3,2.9,2
1996,0.4,2.7,3.0,3
1996,0.3,2.4,2.9,4
1996,0.3,1.2,3.0,5
6762,1.7,1.8,2.7,1
6762,1.1,1.6,2.8,2
6762,0.9,1.8,2.7,3
6762,1.2,1.3,2.8,4
6762,1.2,1.5,2.8,5
7227,1.9,2.9,2.5,1
7227,1.9,2.3,2.7,2
7227,1.2,2.2,2.5,3
7227,1.1,2.5,2.8,4
7227,1.0,2.4,2.6,5
9624,1.2,1.5,2.5,1
9624,1.0,1.9,2.5,2
9624,0.9,1.7,2.8,3
9624,0.9,2.6,2.6,4
9624,0.9,1.8,3.0,5
13083,2.6,3.0,2.6,1
13083,1.9,2.3,2.8,2
13083,1.1,1.8,2.5,3
13083,1.2,1.6,2.8,4
13083,1.0,1.2,3.0,5
9114,2.9,3.0,3.0,1
9114,1.9,2.6,2.9,2
9114,1.4,2.8,3.0,3
9114,1.3,3.0,2.8,4
9114,1.5,2.9,2.7,5
11459,2.3,2.9,2.4,1
11459,1.7,2.4,2.6,2
11459,2.4,2.3,2.7,3
11459,1.4,1.8,2.7,4
11459,1.1,2.1,2.9,5
9773,1.9,1.2,2.4,1
9773,0.7,1.0,2.5,2
9773,0.5,1.0,2.4,3
9773,0.6,1.0,2.8,4
9773,0.7,0.9,2.6,5
14155,2.2,3.0,2.9,1
14155,1.7,2.4,3.0,2
14155,1.9,2.6,3.0,3
14155,1.9,2.2,2.8,4
14155,1.9,1.9,2.8,5
4525,1.2,1.6,2.7,1
4525,1.0,1.1,2.5,2
4525,1.0,1.5,2.6,3
4525,0.6,1.4,2.8,4
4525,0.3,1.4,2.6,5
6421,1.1,2.3,2.9,1
6421,1.2,1.7,2.8,2
6421,1.2,2.0,3.0,3
6421,1.1,2.0,3.0,4
6421,1.4,2.2,2.7,5
10908,2.6,3.0,2.7,1
10908,2.4,2.1,3.0,2
10908,2.0,2.1,2.9,3
10908,1.6,2.3,3.0,4
10908,1.6,2.1,2.8,5
6078,2.3,2.4,2.5,1
6078,0.5,2.1,2.9,2
6078,0.5,2.6,2.8,3
6078,0.9,2.8,2.8,4
6078,0.7,2.8,2.7,5
1857,1.9,2.7,2.7,1
1857,1.2,2.2,2.8,2
1857,0.7,2.0,2.6,3
1857,0.7,2.0,2.5,4
1857,0.5,1.8,2.8,5
8336,1.7,3.0,2.9,1
8336,0.9,3.0,2.9,2
8336,0.5,3.0,2.6,3
8336,0.6,2.8,2.2,4
8336,0.8,2.3,2.4,5
13266,2.5,3.0,2.9,1
13266,2.3,3.0,2.8,2
13266,1.4,2.8,3.0,3
13266,1.5,2.7,3.0,4
13266,1.7,2.6,2.8,5
3730,2.1,2.2,3.0,1
3730,0.7,2.0,2.6,2
3730,0.9,2.3,2.7,3
3730,0.6,3.0,2.8,4
3730,0.6,2.4,2.7,5
3842,1.7,2.0,2.7,1
3842,2.2,2.1,2.7,2
3842,1.5,2.1,2.5,3
3842,0.9,2.0,2.6,4
3842,1.1,2.1,2.6,5
13348,2.4,2.2,2.7,1
13348,2.3,2.7,2.5,2
13348,2.1,2.3,2.7,3
13348,1.7,2.8,3.0,4
13348,1.6,2.9,2.8,5
6613,2.2,2.2,2.8,1
6613,2.2,2.1,2.9,2
6613,1.9,2.3,2.5,3
6613,1.2,2.5,2.7,4
6613,1.2,2.7,2.8,5
2911,1.3,2.7,3.0,1
2911,1.6,2.9,3.0,2
2911,1.4,2.6,2.8,3
2911,1.4,2.9,3.0,4
2911,1.3,3.0,3.0,5
9867,2.1,3.0,2.7,1
9867,1.8,2.2,3.0,2
9867,1.6,2.2,2.8,3
9867,1.8,2.2,2.3,4
9867,1.5,1.2,2.7,5
11293,2.0,1.3,2.8,1
11293,1.1,0.9,2.9,2
11293,0.9,1.2,2.7,3
11293,0.8,1.4,2.7,4
11293,1.0,1.3,2.7,5
670,1.8,2.6,2.8,1
670,1.8,2.6,2.5,2
670,1.3,2.6,2.7,3
670,1.8,2.6,2.7,4
670,1.6,2.2,2.8,5
9827,1.5,1.2,2.4,1
9827,0.6,0.9,2.8,2
9827,0.6,1.6,2.8,3
9827,0.6,1.0,2.6,4
9827,0.6,1.2,2.7,5
167,3.0,2.4,3.0,1
167,2.1,1.8,2.8,2
167,1.6,2.4,2.6,3
167,1.8,2.6,3.0,4
167,1.5,2.4,2.2,5
3202,1.0,0.5,2.4,1
3202,1.5,1.1,2.9,2
3202,1.2,1.7,2.7,3
3202,0.5,1.7,2.8,4
3202,0.2,1.7,2.6,5
4417,1.2,1.8,2.4,1
4417,1.0,2.0,2.8,2
4417,0.7,2.5,2.6,3
4417,0.9,2.2,2.8,4
4417,1.0,2.3,2.6,5
10370,1.0,1.8,2.8,1
10370,2.1,1.2,2.8,2
10370,0.8,1.6,2.8,3
10370,0.6,1.6,2.9,4
10370,0.7,1.8,2.8,5
11515,0.6,2.1,2.7,1
11515,0.4,2.0,2.5,2
11515,0.1,2.0,2.9,3
11515,0.5,1.7,2.6,4
11515,0.5,1.8,2.6,5
11595,2.2,2.7,2.8,1
11595,1.9,2.2,2.7,2
11595,1.6,2.0,2.9,3
11595,1.4,2.3,2.9,4
11595,1.5,1.6,3.0,5
13546,1.7,1.5,2.8,1
13546,0.6,1.2,2.9,2
13546,0.3,1.3,2.8,3
13546,0.0,1.2,2.9,4
13546,0.0,1.1,2.6,5
5316,1.6,3.0,2.9,1
5316,1.3,2.5,2.6,2
5316,1.4,2.3,3.0,3
5316,0.9,1.7,2.7,4
5316,0.8,1.8,2.5,5
469,1.9,2.1,2.7,1
469,1.0,1.8,2.6,2
469,1.1,1.9,2.9,3
469,1.2,2.0,2.8,4
469,1.3,2.4,2.7,5
8741,1.4,2.9,2.9,1
8741,1.3,1.3,2.8,2
8741,1.0,1.4,2.8,3
8741,1.3,1.0,2.7,4
8741,0.9,0.9,2.6,5
10315,1.7,2.4,2.9,1
10315,1.0,1.8,3.0,2
10315,1.0,2.3,2.8,3
10315,0.8,1.9,2.6,4
10315,0.7,1.9,2.8,5
10211,1.7,2.4,2.9,1
10211,2.3,2.6,3.0,2
10211,0.7,1.7,3.0,3
10211,0.5,2.4,3.0,4
10211,0.6,2.4,3.0,5
1843,2.8,3.0,3.0,1
1843,1.5,2.7,2.8,2
1843,2.5,3.0,2.8,3
1843,2.1,2.8,2.9,4
1843,0.9,2.9,2.8,5
8553,1.0,1.9,2.8,1
8553,0.7,2.2,2.5,2
8553,1.1,2.7,2.9,3
8553,0.7,2.4,2.8,4
8553,0.8,2.6,2.7,5
9740,2.8,2.5,2.8,1
9740,2.3,1.9,2.6,2
9740,1.0,1.8,2.5,3
9740,1.2,2.3,2.4,4
9740,1.1,1.7,2.5,5
5019,2.1,2.0,2.8,1
5019,1.6,2.2,2.4,2
5019,1.4,1.8,2.7,3
5019,1.7,1.6,2.7,4
5019,1.7,2.2,2.7,5
12561,2.0,1.4,2.9,1
12561,2.0,1.9,2.9,2
12561,1.2,2.6,2.6,3
12561,1.1,2.4,3.0,4
12561,0.9,2.4,2.9,5
14609,0.9,2.8,3.0,1
14609,0.8,2.3,2.7,2
14609,0.7,2.7,3.0,3
14609,0.8,2.7,3.0,4
14609,0.8,2.8,2.6,5
6181,2.7,2.1,2.5,1
6181,2.4,1.4,2.3,2
6181,2.2,2.0,2.7,3
6181,2.3,2.0,2.8,4
6181,2.2,3.0,2.8,5
13525,1.6,2.7,2.4,1
13525,1.3,2.9,2.2,2
13525,1.4,2.8,2.0,3
13525,1.9,3.0,2.8,4
13525,1.6,3.0,2.9,5
1637,0.8,2.3,2.7,1
1637,0.3,1.8,3.0,2
1637,0.8,2.3,2.8,3
1637,0.4,2.3,2.7,4
1637,0.2,2.0,2.8,5
975,0.8,1.8,2.5,1
975,0.8,2.4,3.0,2
975,1.2,2.1,2.7,3
975,1.2,1.2,2.6,4
975,0.9,1.5,2.6,5
14434,1.0,2.1,2.6,1
14434,0.7,3.0,2.8,2
14434,0.8,2.9,2.5,3
14434,0.8,1.7,2.3,4
14434,0.8,1.4,2.6,5
574,1.5,1.7,2.4,1
574,0.7,1.6,3.0,2
574,0.6,1.1,2.8,3
574,0.4,0.9,2.6,4
574,0.6,1.5,2.8,5
10389,2.4,2.6,2.8,1
10389,2.1,2.8,2.9,2
10389,2.1,2.5,3.0,3
10389,2.1,1.8,3.0,4
10389,2.4,1.8,2.7,5
8612,2.2,2.9,3.0,1
8612,1.9,2.8,2.8,2
8612,1.6,2.5,2.9,3
8612,1.5,2.9,3.0,4
8612,1.1,2.6,3.0,5
6613,2.2,2.2,2.4,1
6613,2.3,1.8,2.7,2
6613,2.2,2.2,2.5,3
6613,1.8,2.4,2.6,4
6613,1.8,2.3,2.6,5
4258,2.6,2.8,2.8,1
4258,1.5,2.5,2.7,2
4258,1.3,1.5,2.6,3
4258,1.1,1.2,2.4,4
4258,1.0,1.4,2.8,5
2896,3.0,3.0,3.0,1
2896,2.7,3.0,3.0,2
2896,2.1,2.7,3.0,3
2896,2.1,2.7,2.9,4
2896,2.0,3.0,2.9,5
1935,2.3,2.9,2.7,1
1935,1.6,2.8,2.8,2
1935,1.3,2.6,2.9,3
1935,0.9,2.6,2.9,4
1935,1.2,3.0,3.0,5
4440,2.4,2.9,3.0,1
4440,2.4,2.4,2.9,2
4440,1.8,2.6,2.9,3
4440,2.4,2.7,3.0,4
4440,1.8,2.4,2.9,5
10759,2.0,2.0,2.6,1
10759,1.7,2.3,2.6,2
10759,1.2,2.6,2.5,3
10759,1.0,2.8,2.9,4
10759,1.4,2.4,3.0,5
7556,1.2,2.9,2.8,1
7556,1.2,2.8,2.7,2
7556,1.1,2.7,2.6,3
7556,0.8,3.0,2.6,4
7556,0.7,2.6,2.8,5
3760,2.3,2.3,2.6,1
3760,2.1,2.1,2.7,2
3760,1.5,2.3,2.5,3
3760,0.7,2.1,2.7,4
3760,0.8,2.7,2.7,5
3546,1.4,1.5,2.4,1
3546,1.0,1.4,2.8,2
3546,0.8,1.8,3.0,3
3546,1.0,1.5,2.6,4
3546,0.7,1.5,2.9,5
11620,1.6,2.5,2.9,1
11620,1.3,2.6,3.0,2
11620,0.7,2.5,2.8,3
11620,0.7,1.4,2.9,4
11620,0.9,1.0,2.9,5
6460,3.0,2.7,3.0,1
6460,2.7,2.7,2.9,2
6460,2.3,2.4,3.0,3
6460,2.0,2.4,2.9,4
6460,1.7,2.1,3.0,5
13123,1.7,2.4,2.4,1
13123,1.0,1.5,3.0,2
13123,0.3,2.2,2.8,3
13123,1.5,2.3,2.9,4
13123,0.7,1.5,2.8,5
6621,2.7,2.7,2.7,1
6621,2.0,1.8,2.6,2
6621,1.4,1.4,2.7,3
6621,1.4,2.7,2.7,4
6621,1.4,2.6,2.8,5
3057,2.9,3.0,2.6,1
3057,2.1,3.0,2.9,2
3057,1.1,2.5,2.8,3
3057,0.7,2.9,3.0,4
3057,0.8,3.0,3.0,5
13617,2.0,2.4,2.9,1
13617,1.9,3.0,2.8,2
13617,1.7,2.8,2.3,3
13617,1.0,1.8,3.0,4
13617,1.1,1.9,2.8,5
2028,2.1,2.9,3.0,1
2028,2.3,2.7,2.6,2
2028,2.5,2.4,2.8,3
2028,2.5,2.7,3.0,4
2028,2.4,2.7,3.0,5
13197,2.9,3.0,2.6,1
13197,2.4,2.7,2.7,2
13197,2.4,3.0,2.8,3
13197,1.8,2.9,2.7,4
13197,2.1,3.0,2.8,5
9220,1.6,1.9,2.9,1
9220,0.8,1.9,2.8,2
9220,0.8,1.6,2.8,3
9220,0.9,1.5,2.7,4
9220,1.0,1.3,2.8,5
7960,1.4,1.5,2.7,1
7960,1.0,1.4,2.7,2
7960,0.7,1.6,2.8,3
7960,0.4,1.4,2.7,4
7960,0.3,1.5,2.9,5
5040,3.0,3.0,3.0,1
5040,2.6,2.4,3.0,2
5040,1.7,2.8,2.9,3
5040,1.8,2.9,2.8,4
5040,0.7,3.0,3.0,5
11548,0.5,0.7,2.1,1
11548,0.5,2.0,2.7,2
11548,0.8,2.3,2.7,3
11548,0.5,1.9,2.6,4
11548,0.4,2.5,2.7,5
480,1.4,2.8,2.5,1
480,1.2,2.3,2.8,2
480,1.8,2.2,2.8,3
480,1.3,2.0,2.8,4
480,1.0,2.3,2.9,5
5369,1.3,2.6,3.0,1
5369,1.6,2.4,3.0,2
5369,0.9,2.8,2.9,3
5369,0.8,2.3,2.8,4
5369,0.9,2.6,3.0,5
6872,2.1,2.0,2.9,1
6872,1.5,2.7,2.8,2
6872,1.6,1.1,2.3,3
6872,1.4,1.5,2.7,4
6872,1.4,1.2,2.5,5
3608,0.9,1.6,2.9,1
3608,0.7,1.1,2.9,2
3608,0.7,1.2,2.7,3
3608,0.4,0.8,2.7,4
3608,0.6,1.3,2.9,5
6268,1.6,2.0,2.6,1
6268,1.4,1.7,2.9,2
6268,1.4,2.3,2.7,3
6268,1.2,2.1,2.8,4
6268,1.2,2.4,3.0,5
2159,2.6,2.6,2.9,1
2159,2.7,2.9,2.9,2
2159,2.2,3.0,3.0,3
2159,1.6,3.0,3.0,4
2159,1.1,2.9,2.9,5
5711,2.3,3.0,2.9,1
5711,1.4,2.7,2.9,2
5711,1.4,2.8,3.0,3
5711,1.3,2.1,2.9,4
5711,1.2,2.3,2.8,5
1534,1.8,1.2,3.0,1
1534,1.7,1.0,2.9,2
1534,0.9,1.6,2.9,3
1534,0.6,1.6,2.9,4
1534,0.5,1.5,3.0,5
4587,2.8,1.3,2.8,1
4587,0.8,0.9,2.4,2
4587,0.9,1.1,2.7,3
4587,0.7,1.1,2.6,4
4587,1.0,1.2,2.6,5
4609,2.6,2.9,2.9,1
4609,2.4,2.9,3.0,2
4609,2.1,2.9,3.0,3
4609,1.7,2.8,2.8,4
4609,1.8,3.0,2.8,5
