poster_number,distance,n_components
2929,1.5,200
6182,2.4,200
6471,2.4,200
2970,1.7,200
5184,0.7,200
5139,2.4,200
14521,3.0,200
57,2.8,200
14318,2.4,200
6695,0.3,200
4704,2.0,200
1958,1.8,200
4535,2.3,200
9066,0.5,200
3295,2.6,200
14647,1.5,200
10592,2.3,200
7204,1.8,200
12390,2.0,200
3807,1.1,200
4661,1.9,200
6207,2.4,200
2669,2.0,200
7090,2.4,200
2013,1.9,200
896,2.3,200
12246,0.6,200
929,2.2,200
1401,0.9,200
11255,3.0,200
12724,2.3,200
3245,0.7,200
3682,1.8,200
9318,1.3,200
11637,0.6,200
1570,2.2,200
6373,1.0,200
13964,1.1,200
9079,1.6,200
14598,1.9,200
8206,2.2,200
12572,0.4,200
10351,1.3,200
581,0.7,200
5823,3.0,200
9456,1.6,200
6517,1.3,200
10207,1.4,200
11950,1.3,200
7855,1.2,200
6900,2.3,200
8641,1.9,200
7845,2.4,200
2182,2.5,200
2974,2.1,200
3838,1.6,200
4009,2.6,200
7879,1.9,200
495,2.4,200
7074,1.3,200
3318,1.9,200
10054,0.2,200
4538,2.3,200
8349,2.3,200
769,2.4,200
7564,0.7,200
13842,2.6,200
4664,2.6,200
4479,2.6,200
8101,1.6,200
2685,1.2,200
14620,1.5,200
8020,1.2,200
9166,2.2,200
11434,2.2,200
10527,2.0,200
327,3.0,200
14277,2.2,200
4892,1.8,200
2932,0.9,200
13712,2.0,200
1716,1.9,200
8578,1.1,200
2765,2.2,200
12198,2.8,200
9801,2.1,200
13679,0.6,200
676,2.8,200
7328,1.5,200
754,1.5,200
36,2.2,200
10627,2.2,200
4189,1.2,200
11317,2.3,200
959,1.4,200
5342,1.6,200
2975,2.2,200
11681,2.3,200
6220,1.4,200
1224,1.3,200
13977,1.8,200
10064,0.4,200
13611,1.8,200
4520,1.6,200
7268,2.8,200
8179,1.1,200
12497,1.5,200
5298,2.0,200
6888,0.8,200
7280,2.5,200
8358,0.9,200
7232,2.8,200
7437,1.9,200
9969,2.4,200
5712,1.9,200
8318,0.9,200
190,1.8,200
3835,1.7,200
14636,2.4,200
9513,1.2,200
11547,0.4,200
8727,2.0,200
9456,1.6,200
1075,1.2,200
7509,2.4,200
997,1.9,200
5644,2.2,200
5259,2.3,200
14451,2.9,200
5275,2.2,200
12576,0.1,200
9042,1.6,200
9445,2.2,200
11582,1.9,200
1408,1.6,200
5452,2.4,200
1992,1.6,200
11727,0.6,200
13315,1.6,200
7360,1.9,200
3675,2.6,200
5633,2.7,200
3745,2.5,200
2005,2.5,200
3872,2.2,200
4315,1.1,200
6898,3.0,200
2918,1.4,200
12619,2.1,200
3671,2.1,200
11514,2.2,200
2947,3.0,200
3091,1.0,200
4126,1.5,200
13855,1.7,200
984,0.8,200
4966,1.1,200
8665,1.8,200
8648,2.9,200
14647,1.5,200
7531,2.7,200
1814,2.7,200
1198,2.6,200
8802,1.7,200
13097,2.2,200
5332,2.3,200
6884,2.2,200
13289,1.3,200
454,2.4,200
12285,2.7,200
12427,1.0,200
1157,2.8,200
3414,1.5,200
8597,2.7,200
9212,2.1,200
2645,1.0,200
1098,2.2,200
10721,0.5,200
2818,2.3,200
7871,1.6,200
10563,2.4,200
10484,0.9,200
3015,3.0,200
11032,1.6,200
9907,2.8,200
7659,1.2,200
13674,1.7,200
4287,0.8,200
11646,0.8,200
2522,2.3,200
1261,2.2,200
3894,2.5,200
13599,2.9,200
2151,1.9,200
14482,1.7,200
3926,2.1,200
4759,2.0,200
400,2.3,200
4781,1.6,200
2920,1.0,200
3776,1.8,200
7081,1.9,200
10176,2.9,200
12782,0.8,200
2694,1.2,200
14193,2.9,200
12555,1.8,200
3574,1.2,200
7739,2.5,200
9190,2.1,200
81,1.2,200
11581,1.0,200
1871,2.8,200
8012,2.5,200
7631,2.8,200
9466,0.9,200
1412,2.9,200
7515,2.4,200
4574,2.7,200
4040,2.8,200
8139,1.4,200
9874,0.9,200
4100,1.9,200
7665,1.2,200
11046,2.3,200
9595,1.7,200
10639,0.6,200
4414,3.0,200
10878,2.1,200
749,1.4,200
13302,1.4,200
13287,1.4,200
6962,1.6,200
8537,2.3,200
7366,2.8,200
10500,2.3,200
3027,2.2,200
12038,2.2,200
13195,1.0,200
5323,1.0,200
1900,1.3,200
5380,2.6,200
8765,2.7,200
10695,1.3,200
5034,1.8,200
12804,2.2,200
4245,2.9,200
5942,1.8,200
9706,2.5,200
11969,2.2,200
6185,1.0,200
6853,2.1,200
4078,1.1,200
121,2.8,200
13542,0.7,200
204,1.5,200
13074,2.5,200
13392,1.3,200
14332,0.9,200
4481,1.7,200
9770,1.7,200
4570,2.4,200
9577,1.6,200
4094,3.0,200
12716,2.8,200
8618,1.6,200
8982,2.7,200
9327,0.8,200
5443,1.6,200
14116,1.6,200
10524,2.1,200
811,2.3,200
10650,2.1,200
11697,1.4,200
4932,0.9,200
2831,0.9,200
2075,1.4,200
12567,0.5,200
3213,1.2,200
6734,1.4,200
925,1.5,200
5929,2.9,200
2431,2.4,200
14003,0.9,200
8034,1.1,200
13102,2.9,200
6284,1.8,200
8456,2.5,200
9602,2.0,200
13493,0.6,200
4651,1.1,200
4674,2.7,200
1863,1.3,200
6654,2.6,200
11968,1.8,200
12508,2.2,200
9508,1.7,200
1446,2.3,200
9309,2.7,200
10419,2.3,200
10807,0.8,200
9907,2.8,200
8653,2.4,200
3645,3.0,200
7988,2.6,200
597,1.2,200
1542,2.2,200
1062,1.8,300
13999,1.0,300
9472,2.0,300
1437,2.4,300
13298,1.5,300
13,1.5,300
996,1.4,300
6699,1.8,300
14198,2.2,300
11783,3.0,300
165,2.6,300
7085,2.4,300
11758,3.0,300
14460,1.1,300
11385,2.7,300
8200,1.8,300
4194,1.2,300
11686,1.0,300
3905,1.4,300
3542,0.6,300
9180,3.0,300
5121,0.9,300
3529,0.6,300
3181,1.2,300
9512,1.2,300
7903,2.6,300
1777,2.3,300
6623,2.7,300
3330,1.3,300
3788,1.8,300
9079,2.2,300
10718,1.8,300
5376,1.4,300
12826,2.0,300
5572,2.3,300
5418,2.4,300
4133,2.8,300
8719,2.6,300
6150,0.6,300
11868,1.9,300
182,2.8,300
8814,2.7,300
2882,1.2,300
3127,2.0,300
13721,1.8,300
8031,2.9,300
4774,0.8,300
2472,1.4,300
12912,1.8,300
5328,1.5,300
10510,2.3,300
11680,2.1,300
8774,1.9,300
8601,2.8,300
12664,2.0,300
10108,0.9,300
9799,2.2,300
11078,2.3,300
1824,2.5,300
9346,2.0,300
1461,1.5,300
12688,2.1,300
12748,2.1,300
2470,2.2,300
9583,2.7,300
2029,2.9,300
3586,1.0,300
10423,2.2,300
10431,1.7,300
6717,2.8,300
13849,1.8,300
4365,2.8,300
197,0.9,300
10018,1.3,300
2816,2.0,300
6582,3.0,300
13068,1.8,300
8258,1.4,300
3718,2.6,300
6007,0.9,300
3129,1.8,300
10690,1.5,300
2049,2.2,300
9439,0.4,300
1620,1.2,300
1662,1.4,300
7473,3.0,300
2062,2.8,300
9858,3.0,300
9759,2.8,300
6591,2.4,300
5969,1.9,300
6301,1.9,300
897,2.1,300
2372,1.6,300
9576,1.6,300
6728,2.0,300
12333,2.3,300
3729,1.9,300
14112,0.9,300
1139,2.7,300
11243,1.7,300
6854,2.9,300
2026,2.4,300
680,1.1,300
13869,2.8,300
13924,1.8,300
7465,2.7,300
13717,1.3,300
2945,1.3,300
4588,1.9,300
5001,2.3,300
856,1.4,300
3641,2.1,300
2067,2.1,300
9200,1.4,300
10315,1.7,300
10818,2.5,300
5326,2.2,300
11399,1.6,300
11251,2.9,300
9248,1.9,300
14615,1.3,300
5564,1.6,300
10589,2.1,300
5156,1.0,300
10499,3.0,300
2264,1.5,300
4496,2.1,300
2144,0.8,300
14046,1.9,300
3778,2.6,300
6179,2.3,300
351,2.4,300
1668,1.5,300
12994,1.9,300
11586,0.8,300
6238,0.6,300
424,2.6,300
3837,1.7,300
13789,2.2,300
9370,2.7,300
9140,2.2,300
11574,2.6,300
6884,2.2,300
2799,3.0,300
13282,1.9,300
11978,1.8,300
6741,2.4,300
1438,0.9,300
85,1.7,300
10399,2.0,300
10696,2.7,300
5711,2.4,300
8924,2.6,300
1915,2.2,300
11206,2.6,300
1599,2.6,300
14314,1.5,300
719,2.4,300
2244,1.2,300
12514,2.4,300
13603,2.3,300
2700,2.4,300
12943,2.0,300
5096,2.1,300
184,1.1,300
6129,2.4,300
202,0.8,300
13307,2.7,300
3052,1.9,300
12527,0.5,300
1829,1.4,300
8267,1.4,300
5361,2.5,300
7237,3.0,300
13464,2.5,300
6001,1.2,300
10022,1.4,300
1938,2.0,300
13176,2.2,300
2100,2.7,300
9248,1.9,300
209,1.1,300
8848,2.1,300
3493,0.6,300
8118,1.9,300
10850,2.8,300
4439,1.8,300
8362,1.3,300
7889,2.1,300
6802,1.8,300
492,2.4,300
34,1.8,300
12642,3.0,300
4964,1.2,300
3457,2.1,300
9945,1.5,300
14389,2.6,300
3354,2.0,300
11848,1.1,300
9815,2.1,300
4151,1.0,300
5424,2.2,300
5780,1.9,300
614,2.4,300
13045,1.6,300
9428,0.7,300
4031,1.2,300
12822,1.9,300
4435,0.1,300
2364,0.9,300
3225,2.3,300
4776,0.8,300
5001,2.3,300
13289,1.1,300
8368,1.1,300
3249,1.1,300
14345,2.9,300
11057,2.2,300
8743,2.6,300
3207,1.4,300
4044,2.3,300
10371,2.2,300
10604,2.6,300
4545,1.3,300
8050,1.2,300
605,2.5,300
6650,2.9,300
3099,0.9,300
13494,1.1,300
4534,1.9,300
6735,1.5,300
5067,3.0,300
7229,3.0,300
7944,1.5,300
5949,1.1,300
1331,1.1,300
13651,2.7,300
14274,2.5,300
13675,0.6,300
726,2.8,300
13436,1.6,300
13858,2.6,300
7917,2.3,300
449,2.5,300
7106,0.9,300
11236,2.5,300
11558,2.9,300
11345,0.3,300
4675,1.5,300
6927,2.1,300
7068,2.4,300
6851,3.0,300
536,2.0,300
10043,2.1,300
428,0.6,300
2247,1.2,300
4193,0.4,300
10832,0.7,300
658,2.1,300
5768,1.5,300
753,0.2,300
139,1.0,300
2813,1.6,300
11982,0.9,300
14389,2.6,300
9621,1.8,300
8221,2.2,300
827,2.2,300
229,2.7,300
10009,1.7,300
1390,1.4,300
11333,2.6,300
10838,2.7,300
10824,1.3,300
5619,2.2,300
2524,2.4,300
7474,1.4,300
11204,1.0,300
7381,2.2,300
14425,1.4,300
6408,2.4,300
790,2.1,300
11112,2.5,300
7147,1.8,300
13426,2.7,300
12291,2.3,300
4592,2.1,300
9204,0.9,300
14319,1.0,300
4278,2.5,300
4145,1.6,300
2697,1.3,300
14649,1.9,300
12156,0.8,300
3139,2.5,300
13181,1.1,300
6014,1.7,300
13014,2.7,300
10062,2.1,300
6614,1.7,300
10118,3.0,300
6250,0.6,300
14612,2.8,300
415,3.0,300
9476,2.0,300
363,1.8,300
9607,1.8,300
1216,0.6,300
14288,2.8,300
4346,3.0,300
912,2.4,300
11165,2.1,300
14567,0.6,300
4084,2.2,300
10803,0.8,300
4842,2.8,300
4547,0.8,300
5525,2.0,300
7220,2.5,300
3887,0.7,300
13472,1.7,300
7023,1.4,300
6120,0.8,300
5786,1.4,300
8030,1.4,300
9253,2.4,300
6833,0.0,300
12149,2.0,300
10493,1.6,300
13594,2.8,300
13252,2.0,300
12234,2.6,300
3197,2.0,300
14579,1.1,300
1306,1.2,300
10828,2.9,300
6828,0.2,300
8917,2.7,300
12796,1.8,300
14592,2.3,300
4255,2.6,300
13482,1.1,300
6261,2.7,300
10304,1.6,300
6296,2.9,300
7190,2.7,300
3435,0.4,300
254,2.4,300
13090,1.7,300
13333,2.1,300
3765,2.0,300
3436,2.7,300
4428,2.4,300
7438,1.4,300
9791,0.9,300
11711,1.6,300
10942,2.1,300
8161,2.7,300
11582,1.9,300
637,2.7,300
2242,1.1,300
14216,1.4,300
9352,1.3,300
2576,2.2,300
14445,1.8,300
7637,1.4,300
3821,2.3,300
11032,2.0,300
8568,2.7,300
1930,1.3,300
6790,2.2,300
4580,2.3,300
7355,2.7,300
11606,1.4,300
1687,2.3,300
578,1.0,300
13912,1.0,300
12917,1.6,300
3685,2.8,300
10690,1.5,300
5770,0.8,300
6340,1.2,300
114,1.3,300
7742,2.7,300
1291,1.0,300
8481,1.4,300
7460,3.0,300
10565,2.6,300
13110,2.7,300
222,1.3,300
10020,1.7,300
4367,1.4,300
5997,0.9,300
6563,2.3,300
8624,2.3,300
6379,2.0,300
4848,1.9,300
6841,1.7,300
6708,2.6,300
974,1.1,300
11726,0.4,300
6328,2.2,300
561,0.9,300
2690,2.3,300
10800,0.6,300
8641,2.0,300
14137,1.4,300
10974,1.2,300
8138,1.6,300
2980,2.5,300
10083,2.1,300
8208,2.7,300
8024,1.6,300
10304,1.6,300
7285,1.9,300
7846,0.8,300
12842,0.4,300
4435,0.1,300
2928,1.1,300
3284,2.5,300
6150,0.6,300
2654,2.0,300
2899,2.0,300
7805,2.3,300
8631,2.5,300
10388,1.9,300
1139,2.7,300
2399,0.6,300
686,1.9,300
3430,1.3,300
3901,1.8,300
3563,1.4,300
249,0.7,300
5603,3.0,300
7560,1.3,300
11568,2.0,300
12087,1.5,300
10373,1.7,300
11360,1.0,300
4945,1.6,300
11778,2.9,300
3963,2.7,300
2149,1.3,300
12517,2.1,300
9832,0.8,300
12706,2.2,300
8783,2.6,300
1515,2.8,300
4713,2.0,300
11736,1.5,300
7024,1.1,300
4890,2.0,300
1478,0.9,300
5394,2.2,300
10897,2.6,300
11236,2.5,300
8851,2.4,300
13671,2.4,300
4199,2.6,300
9598,1.6,300
3853,2.9,300
13217,0.7,300
12464,2.0,300
12059,1.7,300
6525,1.2,300
8486,1.3,300
4054,1.9,300
8666,1.1,300
4657,1.4,300
5446,1.1,300
9042,2.0,300
11827,1.4,300
978,1.8,300
8442,2.3,300
4022,2.8,300
2230,1.2,300
8865,1.5,300
6201,1.5,300
7224,1.5,300
4136,2.2,300
12292,2.4,300
5275,2.2,300
5954,2.3,300
3648,2.1,300
813,2.2,300
12166,2.1,300
3703,2.1,300
3451,2.4,300
5311,1.8,300
6991,1.8,300
14216,1.4,300
13868,2.9,300
1629,0.6,300
9905,1.7,300
740,1.7,300
4808,1.1,300
3041,1.7,300
9569,2.1,300
11105,2.4,300
12406,3.0,300
12332,2.0,300
3682,1.7,300
5908,1.6,300
4542,2.5,300
6494,1.1,300
12067,1.9,300
5988,2.2,300
12392,1.2,300
5480,2.6,300
12752,1.2,300
14477,1.7,300
13006,0.8,300
4801,3.0,300
11845,2.5,300
1080,1.5,300
4024,2.6,300
7305,1.7,300
2499,2.2,300
3588,1.2,300
4121,1.9,300
11233,2.8,300
14296,2.4,300
12753,2.2,300
5101,1.4,300
4757,1.6,300
6370,2.4,300
2391,0.5,300
2029,2.9,300
12980,2.7,300
3839,2.2,300
12233,2.9,300
6615,1.9,300
9595,2.1,300
11314,1.7,300
2069,0.8,300
5992,2.4,300
10788,3.0,300
14307,2.5,300
9786,1.8,300
10933,2.0,300
12921,1.8,300
4778,1.0,300
11960,2.0,300
4064,2.7,300
10321,0.8,300
9372,1.7,300
9418,1.9,300
9350,2.8,300
5920,0.9,300
3189,2.3,300
9081,0.7,300
14124,1.3,300
5287,1.6,300
14400,1.6,300
11397,2.0,300
3621,1.3,300
1568,1.8,300
7105,1.3,300
9128,2.5,300
11805,2.6,300
11979,1.8,300
11147,2.3,300
14186,0.7,300
2958,1.1,300
13012,1.1,300
3530,1.6,300
6981,2.0,300
11187,2.9,300
10601,1.5,300
6939,2.6,300
11217,1.7,300
9927,2.1,300
9073,2.1,300
7432,1.7,300
13274,2.4,300
7005,2.1,300
11892,2.0,300
6058,1.7,300
13293,0.9,300
11760,3.0,300
6740,1.9,300
13529,2.2,300
7717,2.3,300
5273,2.6,300
9562,1.7,300
9615,1.7,300
3316,1.2,300
5426,1.5,300
4150,1.6,300
8992,1.1,300
13485,2.7,300
6845,2.5,300
890,2.3,300
2301,2.1,300
9107,2.3,300
11772,2.1,300
1404,2.4,300
13140,0.8,300
7837,2.9,300
10428,1.6,300
11000,1.1,300
1638,2.5,300
4009,2.5,300
1525,1.2,300
3287,2.8,300
2765,2.3,300
8669,2.2,300
8464,1.9,300
12424,1.9,300
4001,2.3,300
14112,0.9,300
4579,1.9,300
7477,1.8,300
10880,0.7,300
13582,1.5,300
12376,1.2,300
1059,1.6,300
12928,2.3,300
11732,0.7,300
5442,1.8,300
7885,1.4,300
3097,1.4,300
61,2.2,300
2188,2.8,300
9684,1.3,300
3555,0.9,300
6007,0.9,300
13131,2.5,300
3827,2.8,300
6486,2.7,300
6765,1.6,300
10703,2.1,300
12770,2.4,300
10606,3.0,300
10839,1.0,300
1430,2.9,300
11562,1.1,300
1131,0.8,300
8579,0.7,300
11046,2.4,300
2105,2.7,300
1917,1.9,300
3032,2.8,300
12988,2.8,300
225,0.7,300
6045,0.4,300
14629,1.4,300
2821,2.2,300
8651,2.0,300
6457,3.0,300
6539,1.5,300
14640,2.4,300
9211,2.6,300
2100,2.7,300
625,1.3,300
3851,0.7,300
3761,2.2,300
8754,2.9,300
243,2.4,300
10400,2.7,300
3768,2.6,300
1020,1.7,300
4413,1.2,300
13645,1.8,300
10149,0.8,300
14165,1.9,300
1897,2.1,300
9789,1.1,300
13382,2.6,300
11531,1.2,300
6517,1.3,300
9566,1.9,300
5670,1.9,300
3439,2.6,300
10528,1.4,300
12749,2.8,300
530,0.9,300
10204,2.2,300
152,1.9,300
6670,1.8,300
4268,2.2,300
3002,2.1,300
3061,1.5,300
5430,1.6,300
1945,2.5,300
13852,1.8,300
5343,2.2,300
2454,1.7,300
7376,2.9,300
13048,2.2,300
1804,2.5,300
2929,1.6,300
6182,2.3,300
6471,3.0,300
2970,1.4,300
5184,0.6,300
5139,2.3,300
14521,3.0,300
57,2.8,300
14318,2.2,300
6695,0.2,300
4704,2.0,300
1958,1.8,300
4535,2.3,300
9066,0.7,300
3295,2.3,300
14647,1.7,300
10592,1.9,300
7204,2.3,300
12390,2.2,300
3807,1.2,300
4661,2.0,300
6207,2.1,300
2669,1.5,300
7090,2.5,300
2013,2.1,300
896,2.5,300
12246,0.7,300
929,2.4,300
1401,0.8,300
11255,3.0,300
12724,2.4,300
3245,1.2,300
3682,1.7,300
9318,1.4,300
11637,0.6,300
1570,2.3,300
6373,1.0,300
13964,1.0,300
9079,2.2,300
14598,1.7,300
8206,2.7,300
12572,0.7,300
10351,1.3,300
581,1.1,300
5823,3.0,300
9456,1.1,300
6517,1.3,300
10207,1.3,300
11950,1.3,300
7855,1.1,300
6900,2.5,300
8641,2.0,300
7845,2.7,300
2182,2.5,300
2974,2.0,300
3838,1.5,300
4009,2.5,300
7879,2.2,300
495,2.2,300
7074,1.4,300
3318,2.0,300
10054,0.2,300
4538,2.3,300
8349,2.2,300
769,2.3,300
7564,0.7,300
13842,2.7,300
4664,2.6,300
4479,2.7,300
8101,1.6,300
2685,1.6,300
14620,1.7,300
8020,1.3,300
9166,2.1,300
11434,2.2,300
10527,1.7,300
327,2.8,300
14277,2.4,300
4892,1.6,300
2932,0.9,300
13712,2.3,300
1716,1.7,300
8578,1.1,300
2765,2.3,300
12198,2.7,300
9801,2.3,300
13679,0.6,300
676,2.6,300
7328,1.4,300
754,1.6,300
36,2.3,300
10627,2.4,300
4189,0.9,300
11317,2.5,300
959,1.2,300
5342,1.3,300
2975,2.1,300
11681,2.4,300
6220,0.9,300
1224,1.2,300
13977,1.8,300
10064,0.6,300
13611,1.9,300
4520,1.8,300
7268,2.7,300
8179,1.2,300
12497,1.5,300
5298,2.3,300
6888,1.0,300
7280,2.6,300
8358,0.9,300
7232,2.4,300
7437,1.6,300
9969,2.1,300
5712,1.9,300
8318,0.8,300
190,1.8,300
3835,2.0,300
14636,2.3,300
9513,1.2,300
11547,0.4,300
8727,2.0,300
9456,1.1,300
1075,1.0,300
7509,2.7,300
997,1.9,300
5644,2.2,300
5259,2.4,300
14451,3.0,300
5275,2.2,300
12576,0.1,300
9042,2.0,300
9445,2.3,300
11582,1.9,300
1408,1.8,300
5452,2.3,300
1992,1.7,300
11727,0.4,300
13315,1.9,300
7360,2.3,300
3675,2.6,300
5633,2.7,300
3745,2.4,300
2005,2.5,300
3872,2.2,300
4315,1.1,300
6898,3.0,300
2918,1.4,300
12619,2.1,300
3671,2.3,300
11514,1.4,300
2947,3.0,300
3091,1.0,300
4126,1.4,300
13855,1.9,300
984,0.9,300
4966,1.1,300
8665,1.7,300
8648,2.8,300
14647,1.7,300
7531,2.7,300
1814,2.7,300
1198,2.7,300
8802,1.2,300
13097,2.4,300
5332,2.9,300
6884,2.2,300
13289,1.1,300
454,2.2,300
12285,2.8,300
12427,1.2,300
1157,3.0,300
3414,1.3,300
8597,2.7,300
9212,2.0,300
2645,1.0,300
1098,2.9,300
10721,0.4,300
2818,2.3,300
7871,1.3,300
10563,2.3,300
10484,0.9,300
3015,3.0,300
11032,2.0,300
9907,2.8,300
7659,1.2,300
13674,1.5,300
4287,1.2,300
11646,1.1,300
2522,2.5,300
1261,2.2,300
3894,2.6,300
13599,3.0,300
2151,1.9,300
14482,1.8,300
3926,2.5,300
4759,2.3,300
400,2.3,300
4781,1.8,300
2920,1.1,300
3776,2.1,300
7081,1.9,300
10176,3.0,300
12782,0.8,300
2694,1.5,300
14193,3.0,300
12555,1.6,300
3574,2.0,300
7739,2.5,300
9190,2.2,300
81,1.2,300
11581,0.9,300
1871,2.8,300
8012,2.5,300
7631,2.8,300
9466,0.7,300
1412,2.9,300
7515,2.2,300
4574,2.7,300
4040,2.8,300
8139,1.7,300
9874,1.4,300
4100,2.2,300
7665,1.2,300
11046,2.4,300
9595,2.1,300
10639,0.7,300
4414,3.0,300
10878,2.1,300
749,1.5,300
13302,1.6,300
13287,1.6,300
6962,1.6,300
8537,2.4,300
7366,2.8,300
10500,2.4,300
3027,1.9,300
12038,1.9,300
13195,1.5,300
5323,0.8,300
1900,1.6,300
5380,2.6,300
8765,2.4,300
10695,1.3,300
5034,1.8,300
12804,1.7,300
4245,2.8,300
5942,1.8,300
9706,2.7,300
11969,2.3,300
6185,1.1,300
6853,2.6,300
4078,1.0,300
121,2.9,300
13542,1.0,300
204,1.5,300
13074,2.8,300
13392,1.2,300
14332,0.9,300
4481,1.9,300
9770,1.6,300
4570,2.4,300
9577,1.6,300
4094,3.0,300
12716,2.5,300
8618,1.6,300
8982,2.8,300
9327,0.9,300
5443,1.8,300
14116,1.5,300
10524,2.2,300
811,2.0,300
10650,1.7,300
11697,1.3,300
4932,0.8,300
2831,0.9,300
2075,1.1,300
12567,0.8,300
3213,1.2,300
6734,1.4,300
925,1.4,300
5929,2.9,300
2431,2.4,300
14003,0.6,300
8034,1.0,300
13102,2.9,300
6284,1.7,300
8456,2.3,300
9602,2.2,300
13493,0.6,300
4651,1.2,300
4674,2.7,300
1863,1.6,300
6654,2.6,300
11968,1.8,300
12508,2.2,300
9508,1.5,300
1446,2.3,300
9309,2.8,300
10419,2.4,300
10807,0.8,300
9907,2.8,300
8653,2.6,300
3645,3.0,300
7988,2.6,300
597,1.6,300
1542,2.2,300
1062,1.7,400
13999,0.9,400
9472,2.1,400
1437,2.1,400
13298,1.5,400
13,1.7,400
996,1.1,400
6699,1.6,400
14198,2.2,400
11783,3.0,400
165,2.5,400
7085,2.7,400
11758,3.0,400
14460,1.4,400
11385,2.7,400
8200,1.8,400
4194,1.6,400
11686,1.1,400
3905,1.8,400
3542,0.5,400
9180,3.0,400
5121,0.7,400
3529,0.6,400
3181,1.0,400
9512,1.1,400
7903,2.7,400
1777,2.0,400
6623,2.6,400
3330,1.9,400
3788,1.6,400
9079,2.2,400
10718,1.5,400
5376,1.5,400
12826,2.0,400
5572,2.5,400
5418,2.6,400
4133,2.8,400
8719,2.7,400
6150,0.5,400
11868,1.9,400
182,2.8,400
8814,2.6,400
2882,1.8,400
3127,2.2,400
13721,2.0,400
8031,3.0,400
4774,1.1,400
2472,1.6,400
12912,2.2,400
5328,1.8,400
10510,2.0,400
11680,2.3,400
8774,1.8,400
8601,2.7,400
12664,2.3,400
10108,0.9,400
9799,2.5,400
11078,2.1,400
1824,2.1,400
9346,2.2,400
1461,1.5,400
12688,2.0,400
12748,2.3,400
2470,2.2,400
9583,2.7,400
2029,2.9,400
3586,1.2,400
10423,2.1,400
10431,1.6,400
6717,2.8,400
13849,1.8,400
4365,2.9,400
197,1.4,400
10018,1.3,400
2816,2.2,400
6582,3.0,400
13068,2.1,400
8258,1.6,400
3718,2.6,400
6007,1.3,400
3129,1.8,400
10690,2.0,400
2049,1.9,400
9439,0.3,400
1620,1.0,400
1662,1.6,400
7473,3.0,400
2062,2.8,400
9858,3.0,400
9759,2.6,400
6591,2.4,400
5969,1.9,400
6301,1.6,400
897,2.1,400
2372,1.7,400
9576,1.7,400
6728,1.8,400
12333,2.4,400
3729,1.8,400
14112,0.8,400
1139,2.5,400
11243,2.3,400
6854,2.9,400
2026,2.3,400
680,1.4,400
13869,2.7,400
13924,1.8,400
7465,2.7,400
13717,1.3,400
2945,1.3,400
4588,1.6,400
5001,2.3,400
856,1.7,400
3641,2.0,400
2067,2.6,400
9200,1.1,400
10315,1.7,400
10818,2.3,400
5326,2.2,400
11399,1.6,400
11251,2.9,400
9248,2.0,400
14615,1.8,400
5564,1.8,400
10589,1.9,400
5156,1.0,400
10499,3.0,400
2264,1.5,400
4496,2.1,400
2144,1.0,400
14046,2.0,400
3778,2.8,400
6179,2.1,400
351,2.7,400
1668,1.2,400
12994,1.7,400
11586,1.0,400
6238,0.8,400
424,2.6,400
3837,1.7,400
13789,2.2,400
9370,2.7,400
9140,2.2,400
11574,2.6,400
6884,2.3,400
2799,3.0,400
13282,1.4,400
11978,1.9,400
6741,2.4,400
1438,1.3,400
85,1.8,400
10399,2.1,400
10696,2.8,400
5711,2.4,400
8924,2.5,400
1915,1.9,400
11206,2.4,400
1599,2.3,400
14314,1.5,400
719,2.2,400
2244,1.1,400
12514,2.4,400
13603,2.4,400
2700,2.4,400
12943,2.4,400
5096,1.9,400
184,0.8,400
6129,2.4,400
202,1.3,400
13307,2.7,400
3052,1.9,400
12527,0.6,400
1829,1.3,400
8267,1.4,400
5361,2.5,400
7237,3.0,400
13464,2.6,400
6001,1.6,400
10022,1.6,400
1938,2.3,400
13176,2.5,400
2100,2.5,400
9248,2.0,400
209,0.8,400
8848,2.1,400
3493,0.8,400
8118,1.9,400
10850,2.9,400
4439,1.8,400
8362,1.5,400
7889,2.3,400
6802,2.1,400
492,2.4,400
34,1.7,400
12642,3.0,400
4964,1.4,400
3457,2.2,400
9945,1.8,400
14389,2.6,400
3354,1.8,400
11848,1.3,400
9815,2.1,400
4151,1.0,400
5424,2.6,400
5780,1.5,400
614,2.5,400
13045,1.4,400
9428,0.7,400
4031,1.4,400
12822,1.9,400
4435,0.1,400
2364,1.2,400
3225,2.5,400
4776,0.9,400
5001,2.3,400
13289,1.1,400
8368,1.4,400
3249,1.1,400
14345,2.9,400
11057,2.2,400
8743,2.7,400
3207,1.4,400
4044,2.3,400
10371,2.4,400
10604,2.5,400
4545,1.3,400
8050,1.2,400
605,2.4,400
6650,2.8,400
3099,0.9,400
13494,1.2,400
4534,1.8,400
6735,1.7,400
5067,3.0,400
7229,3.0,400
7944,1.5,400
5949,1.0,400
1331,1.2,400
13651,2.6,400
14274,2.5,400
13675,0.9,400
726,2.8,400
13436,1.4,400
13858,2.3,400
7917,2.5,400
449,2.2,400
7106,0.8,400
11236,2.5,400
11558,2.9,400
11345,0.4,400
4675,1.6,400
6927,2.1,400
7068,2.5,400
6851,3.0,400
536,2.3,400
10043,2.0,400
428,1.2,400
2247,1.2,400
4193,0.4,400
10832,0.7,400
