poster_number,distance,n_components
9128,2.5,75
11805,2.6,75
11979,1.8,75
11147,1.8,75
14186,1.2,75
2958,1.4,75
13012,2.1,75
3530,2.4,75
6981,2.3,75
11187,3.0,75
10601,2.2,75
6939,1.8,75
11217,1.7,75
9927,2.1,75
9073,1.9,75
7432,1.6,75
13274,2.5,75
7005,1.4,75
11892,2.4,75
6058,2.1,75
13293,1.6,75
11760,3.0,75
6740,2.0,75
13529,2.3,75
7717,2.3,75
5273,2.6,75
9562,1.3,75
9615,1.7,75
3316,0.8,75
5426,1.6,75
4150,1.4,75
8992,1.4,75
13485,2.0,75
6845,2.0,75
890,0.9,75
2301,2.3,75
9107,2.2,75
11772,2.4,75
1404,2.2,75
13140,1.3,75
7837,3.0,75
10428,1.4,75
11000,1.1,75
1638,2.7,75
4009,2.0,75
1525,1.2,75
3287,2.5,75
2765,2.0,75
8669,2.3,75
8464,1.9,75
12424,2.2,75
4001,2.1,75
14112,0.6,75
4579,1.9,75
7477,2.2,75
10880,0.9,75
13582,1.0,75
12376,1.0,75
1059,1.0,75
12928,2.5,75
11732,0.9,75
5442,2.6,75
7885,1.0,75
3097,2.1,75
61,2.4,75
2188,2.9,75
9684,1.2,75
3555,0.6,75
6007,1.2,75
13131,2.3,75
3827,3.0,75
6486,2.6,75
6765,1.3,75
10703,1.9,75
12770,2.5,75
10606,3.0,75
10839,1.7,75
1430,2.2,75
11562,1.3,75
1131,0.9,75
8579,1.6,75
11046,1.9,75
2105,2.9,75
1917,2.5,75
3032,2.3,75
12988,2.7,75
225,0.8,75
6045,1.1,75
14629,1.3,75
2821,2.2,75
8651,1.2,75
6457,3.0,75
6539,1.5,75
14640,2.9,75
9211,1.8,75
2100,2.4,75
625,1.9,75
3851,0.7,75
3761,2.8,75
8754,2.9,75
243,2.7,75
10400,2.6,75
3768,2.5,75
1020,1.6,75
4413,1.7,75
13645,1.2,75
10149,0.8,75
14165,2.0,75
1897,2.7,75
9789,1.0,75
13382,2.0,75
11531,1.2,75
6517,1.0,75
9566,2.3,75
5670,1.3,75
3439,2.7,75
10528,1.4,75
12749,2.8,75
530,0.7,75
10204,2.6,75
152,1.9,75
6670,1.9,75
4268,2.3,75
3002,0.7,75
3061,0.9,75
5430,1.4,75
1945,2.7,75
13852,0.5,75
5343,1.7,75
2454,1.7,75
7376,2.8,75
13048,2.5,75
1804,1.9,75
2929,1.1,75
6182,1.8,75
6471,2.1,75
2970,1.6,75
5184,0.8,75
5139,2.4,75
14521,2.7,75
57,2.9,75
14318,1.4,75
6695,0.3,75
4704,1.9,75
1958,2.6,75
4535,1.8,75
9066,0.6,75
3295,2.6,75
14647,1.8,75
10592,2.2,75
7204,1.3,75
12390,1.5,75
3807,1.4,75
4661,2.2,75
6207,2.3,75
2669,1.8,75
7090,2.4,75
2013,1.7,75
896,2.3,75
12246,0.8,75
929,2.2,75
1401,1.0,75
11255,3.0,75
12724,2.4,75
3245,0.6,75
3682,1.7,75
9318,1.4,75
11637,0.8,75
1570,1.5,75
6373,1.6,75
13964,1.1,75
9079,1.3,75
14598,1.9,75
8206,2.1,75
12572,0.6,75
10351,0.9,75
581,0.6,75
5823,3.0,75
9456,1.8,75
6517,1.0,75
10207,1.3,75
11950,1.2,75
7855,0.9,75
6900,2.5,75
8641,2.0,75
7845,2.4,75
2182,2.4,75
2974,1.9,75
3838,1.0,75
4009,2.0,75
7879,1.8,75
495,2.7,75
7074,0.9,75
3318,1.8,75
10054,0.1,75
4538,2.0,75
8349,2.2,75
769,2.5,75
7564,0.3,75
13842,2.6,75
4664,2.3,75
4479,2.5,75
8101,1.8,75
2685,1.3,75
14620,1.5,75
8020,1.2,75
9166,2.2,75
11434,2.4,75
10527,1.7,75
327,3.0,75
14277,2.3,75
4892,1.7,75
2932,1.1,75
13712,1.9,75
1716,2.2,75
8578,1.3,75
2765,2.0,75
12198,2.7,75
9801,2.0,75
13679,1.0,75
676,2.5,75
7328,1.0,75
754,1.1,75
36,2.2,75
10627,1.7,75
4189,1.2,75
11317,2.2,75
959,0.8,75
5342,2.0,75
2975,1.7,75
11681,2.6,75
6220,1.0,75
1224,1.1,75
13977,1.8,75
10064,0.4,75
13611,1.4,75
4520,1.7,75
7268,2.5,75
8179,1.7,75
12497,1.6,75
5298,2.3,75
6888,1.0,75
7280,2.5,75
8358,0.8,75
7232,2.8,75
7437,2.3,75
9969,2.0,75
5712,1.5,75
8318,1.2,75
190,1.8,75
3835,1.9,75
14636,2.0,75
9513,1.1,75
11547,0.6,75
8727,2.0,75
9456,1.8,75
1075,1.6,75
7509,2.4,75
997,2.1,75
5644,1.7,75
5259,2.3,75
14451,2.9,75
5275,1.9,75
12576,0.1,75
9042,2.1,75
9445,1.7,75
11582,2.3,75
1408,1.9,75
5452,2.5,75
1992,1.5,75
11727,0.4,75
13315,2.4,75
7360,2.1,75
3675,2.8,75
5633,2.8,75
3745,2.1,75
2005,2.2,75
3872,2.6,75
4315,0.9,75
6898,2.9,75
2918,1.6,75
12619,1.9,75
3671,2.1,75
11514,2.0,75
2947,3.0,75
3091,1.0,75
4126,1.5,75
13855,1.1,75
984,0.7,75
4966,1.1,75
8665,2.4,75
8648,2.9,75
14647,1.8,75
7531,3.0,75
1814,2.8,75
1198,2.4,75
8802,1.6,75
13097,2.4,75
5332,2.1,75
6884,2.2,75
13289,2.2,75
454,2.1,75
12285,2.7,75
12427,1.1,75
1157,2.8,75
3414,1.0,75
8597,2.6,75
9212,1.8,75
2645,1.9,75
1098,2.3,75
10721,0.6,75
2818,2.3,75
7871,1.0,75
10563,2.5,75
10484,1.6,75
3015,3.0,75
11032,1.8,75
9907,2.7,75
7659,1.6,75
13674,1.8,75
4287,1.0,75
11646,0.9,75
2522,2.4,75
1261,2.1,75
3894,2.7,75
13599,2.9,75
2151,1.6,75
14482,2.2,75
3926,1.9,75
4759,2.3,75
400,2.3,75
4781,1.1,75
2920,1.0,75
3776,1.5,75
7081,2.0,75
10176,2.9,75
12782,1.4,75
2694,1.3,75
14193,3.0,75
12555,2.1,75
3574,0.7,75
7739,2.5,75
9190,2.8,75
81,1.4,75
11581,1.0,75
1871,2.3,75
8012,2.7,75
7631,3.0,75
9466,0.9,75
1412,2.9,75
7515,2.2,75
4574,2.7,75
4040,2.6,75
8139,1.7,75
9874,0.6,75
4100,1.9,75
7665,1.2,75
11046,1.9,75
9595,2.0,75
10639,1.7,75
4414,3.0,75
10878,2.3,75
749,1.4,75
13302,1.2,75
13287,1.6,75
6962,1.3,75
8537,2.0,75
7366,2.9,75
10500,2.3,75
3027,2.1,75
12038,1.5,75
13195,1.7,75
5323,0.4,75
1900,1.2,75
5380,1.5,75
8765,2.5,75
10695,1.5,75
5034,1.3,75
12804,2.4,75
4245,2.7,75
5942,2.0,75
9706,2.3,75
11969,2.5,75
6185,1.2,75
6853,2.0,75
4078,1.4,75
121,2.9,75
13542,1.8,75
204,0.9,75
13074,2.8,75
13392,1.2,75
14332,0.9,75
4481,1.4,75
9770,1.5,75
4570,2.4,75
9577,1.8,75
4094,3.0,75
12716,3.0,75
8618,1.5,75
8982,2.3,75
9327,0.9,75
5443,1.9,75
14116,2.0,75
10524,1.8,75
811,2.4,75
10650,2.0,75
11697,1.5,75
4932,1.2,75
2831,0.8,75
2075,2.4,75
12567,0.7,75
3213,0.9,75
6734,1.2,75
925,1.4,75
5929,2.7,75
2431,2.1,75
14003,0.8,75
8034,2.1,75
13102,2.8,75
6284,1.8,75
8456,2.6,75
9602,1.8,75
13493,0.4,75
4651,1.4,75
4674,2.8,75
1863,1.6,75
6654,2.8,75
11968,1.9,75
12508,2.4,75
9508,1.7,75
1446,2.2,75
9309,2.9,75
10419,1.9,75
10807,0.6,75
9907,2.7,75
8653,1.8,75
3645,3.0,75
7988,2.5,75
597,1.3,75
1542,2.2,75
1062,2.1,100
13999,0.9,100
9472,1.8,100
1437,2.5,100
13298,1.1,100
13,1.6,100
996,1.1,100
6699,1.8,100
14198,1.9,100
11783,3.0,100
165,2.6,100
7085,2.4,100
11758,2.7,100
14460,1.2,100
11385,2.7,100
8200,1.6,100
4194,1.3,100
11686,0.8,100
3905,1.2,100
3542,1.4,100
9180,2.9,100
5121,0.5,100
3529,0.5,100
3181,2.2,100
9512,0.9,100
7903,2.0,100
1777,2.2,100
6623,2.8,100
3330,0.7,100
3788,2.0,100
9079,1.4,100
10718,1.9,100
5376,1.4,100
12826,1.2,100
5572,2.2,100
5418,2.0,100
4133,2.8,100
8719,2.4,100
6150,0.6,100
11868,1.7,100
182,2.9,100
8814,2.1,100
2882,0.2,100
3127,2.1,100
13721,2.0,100
8031,3.0,100
4774,0.7,100
2472,0.9,100
12912,2.1,100
5328,0.7,100
10510,2.4,100
11680,2.1,100
8774,1.9,100
8601,2.9,100
12664,1.5,100
10108,1.2,100
9799,2.7,100
11078,2.5,100
1824,1.7,100
9346,2.2,100
1461,1.1,100
12688,1.9,100
12748,2.2,100
2470,2.6,100
9583,2.6,100
2029,2.8,100
3586,1.1,100
10423,1.5,100
10431,1.4,100
6717,2.9,100
13849,1.5,100
4365,2.8,100
197,0.8,100
10018,1.4,100
2816,1.1,100
6582,2.8,100
13068,2.0,100
8258,1.5,100
3718,2.5,100
6007,1.0,100
3129,1.8,100
10690,1.4,100
2049,2.2,100
9439,0.6,100
1620,1.2,100
1662,1.4,100
7473,3.0,100
2062,2.3,100
9858,2.7,100
9759,2.7,100
6591,2.0,100
5969,2.0,100
6301,2.4,100
897,1.8,100
2372,1.1,100
9576,1.4,100
6728,1.3,100
12333,2.5,100
3729,1.6,100
14112,0.6,100
1139,1.7,100
11243,1.8,100
6854,2.6,100
2026,2.4,100
680,0.4,100
13869,2.3,100
13924,0.9,100
7465,2.7,100
13717,1.5,100
2945,1.4,100
4588,1.3,100
5001,2.2,100
856,1.6,100
3641,2.0,100
2067,1.6,100
9200,1.6,100
10315,2.0,100
10818,2.4,100
5326,2.2,100
11399,1.8,100
11251,2.9,100
9248,1.8,100
14615,1.2,100
5564,1.8,100
10589,1.6,100
5156,1.0,100
10499,2.4,100
2264,1.4,100
4496,2.0,100
2144,1.0,100
14046,2.0,100
3778,2.4,100
6179,1.9,100
351,1.8,100
1668,2.4,100
12994,2.3,100
11586,0.9,100
6238,0.7,100
424,2.5,100
3837,1.8,100
13789,1.5,100
9370,2.7,100
9140,1.9,100
11574,2.4,100
6884,2.3,100
2799,2.9,100
13282,1.7,100
11978,1.7,100
6741,1.9,100
1438,0.9,100
85,1.7,100
10399,2.2,100
10696,2.4,100
5711,2.2,100
8924,2.6,100
1915,1.8,100
11206,2.4,100
1599,2.2,100
14314,1.2,100
719,1.8,100
2244,1.0,100
12514,2.0,100
13603,2.7,100
2700,2.4,100
12943,2.5,100
5096,2.6,100
184,0.9,100
6129,2.2,100
202,0.5,100
13307,2.4,100
3052,2.3,100
12527,0.9,100
1829,1.8,100
8267,1.1,100
5361,2.1,100
7237,3.0,100
13464,1.9,100
6001,0.9,100
10022,1.2,100
1938,2.0,100
13176,2.1,100
2100,2.4,100
9248,1.8,100
209,0.5,100
8848,1.9,100
3493,0.8,100
8118,1.8,100
10850,3.0,100
4439,1.6,100
8362,0.8,100
7889,1.9,100
6802,2.1,100
492,2.3,100
34,1.2,100
12642,3.0,100
4964,1.5,100
3457,2.3,100
9945,1.5,100
14389,2.7,100
3354,1.7,100
11848,1.2,100
9815,2.1,100
4151,1.2,100
5424,2.3,100
5780,1.3,100
614,2.5,100
13045,1.3,100
9428,0.8,100
4031,1.0,100
12822,2.4,100
4435,0.1,100
2364,0.6,100
3225,2.6,100
4776,0.5,100
5001,2.2,100
13289,2.2,100
8368,1.2,100
3249,1.3,100
14345,2.8,100
11057,2.2,100
8743,2.3,100
3207,1.3,100
4044,2.4,100
10371,2.2,100
10604,2.6,100
4545,1.4,100
8050,1.0,100
605,2.7,100
6650,3.0,100
3099,0.4,100
13494,1.1,100
4534,2.1,100
6735,1.1,100
5067,2.9,100
7229,3.0,100
7944,1.6,100
5949,1.2,100
1331,1.1,100
13651,2.8,100
14274,2.3,100
13675,0.6,100
726,2.5,100
13436,1.2,100
13858,3.0,100
7917,2.3,100
449,2.7,100
7106,1.2,100
11236,2.1,100
11558,2.7,100
11345,0.4,100
4675,1.7,100
6927,1.9,100
7068,2.1,100
6851,3.0,100
536,2.5,100
10043,2.3,100
428,0.7,100
2247,1.3,100
4193,0.8,100
10832,0.3,100
658,2.0,100
5768,1.3,100
753,0.1,100
139,0.7,100
2813,1.1,100
11982,1.1,100
14389,2.7,100
9621,1.4,100
8221,1.8,100
827,2.1,100
229,2.7,100
10009,1.7,100
1390,1.4,100
11333,1.5,100
10838,3.0,100
10824,1.4,100
5619,2.1,100
2524,2.1,100
7474,1.5,100
11204,1.1,100
7381,2.2,100
14425,1.1,100
6408,2.7,100
790,1.8,100
11112,2.4,100
7147,1.1,100
13426,2.7,100
12291,2.4,100
4592,2.0,100
9204,1.3,100
14319,0.7,100
4278,2.2,100
4145,1.5,100
2697,1.7,100
14649,2.0,100
12156,0.8,100
3139,2.4,100
13181,0.9,100
6014,1.3,100
13014,2.7,100
10062,0.8,100
6614,1.9,100
10118,3.0,100
6250,1.1,100
14612,3.0,100
415,3.0,100
9476,1.5,100
363,1.9,100
9607,1.9,100
1216,0.8,100
14288,2.2,100
4346,3.0,100
912,2.3,100
11165,2.5,100
14567,0.3,100
4084,1.8,100
10803,1.1,100
4842,2.8,100
4547,0.9,100
5525,2.0,100
7220,2.6,100
3887,1.7,100
13472,1.2,100
7023,2.0,100
6120,0.6,100
5786,1.6,100
8030,1.4,100
9253,2.5,100
6833,1.3,100
12149,1.9,100
10493,1.5,100
13594,2.6,100
13252,1.3,100
12234,2.4,100
3197,1.6,100
14579,1.2,100
1306,1.2,100
10828,2.9,100
6828,2.5,100
8917,2.6,100
12796,1.5,100
14592,2.6,100
4255,2.2,100
13482,1.9,100
6261,2.8,100
10304,1.6,100
6296,3.0,100
7190,2.7,100
3435,0.3,100
254,2.6,100
13090,1.5,100
13333,2.1,100
3765,2.7,100
3436,2.9,100
4428,2.7,100
7438,1.6,100
9791,1.0,100
11711,1.6,100
10942,2.1,100
8161,2.6,100
11582,2.0,100
637,2.6,100
2242,1.1,100
14216,1.3,100
9352,0.8,100
2576,2.7,100
14445,1.9,100
7637,1.3,100
3821,2.2,100
11032,1.8,100
8568,2.7,100
1930,1.6,100
6790,1.8,100
4580,2.1,100
7355,2.9,100
11606,1.6,100
1687,2.5,100
578,0.9,100
13912,1.2,100
12917,1.5,100
3685,2.5,100
10690,1.4,100
5770,0.9,100
6340,1.3,100
114,1.2,100
7742,2.2,100
1291,2.2,100
8481,1.4,100
7460,2.8,100
10565,2.6,100
13110,2.7,100
222,1.2,100
10020,1.7,100
4367,1.3,100
5997,0.9,100
6563,2.5,100
8624,2.5,100
6379,2.4,100
4848,2.2,100
6841,2.2,100
6708,2.4,100
974,0.8,100
11726,0.7,100
6328,2.0,100
561,1.0,100
2690,2.1,100
10800,0.4,100
8641,2.0,100
14137,0.4,100
10974,1.0,100
8138,1.4,100
2980,2.2,100
10083,2.1,100
8208,2.4,100
8024,1.7,100
10304,1.6,100
7285,2.7,100
7846,0.9,100
12842,0.1,100
4435,0.1,100
2928,1.4,100
3284,2.6,100
6150,0.6,100
2654,2.0,100
2899,2.0,100
7805,2.0,100
8631,2.3,100
10388,2.0,100
1139,1.7,100
2399,0.9,100
686,1.9,100
3430,1.7,100
3901,1.9,100
3563,1.6,100
249,1.6,100
5603,2.9,100
7560,1.5,100
11568,1.8,100
12087,1.1,100
10373,1.6,100
11360,0.9,100
4945,1.4,100
11778,2.8,100
3963,2.1,100
2149,1.3,100
12517,2.3,100
9832,0.9,100
12706,2.9,100
8783,2.9,100
1515,2.9,100
4713,2.6,100
11736,0.8,100
7024,1.2,100
4890,2.0,100
1478,0.9,100
5394,2.0,100
10897,2.5,100
11236,2.1,100
8851,1.9,100
13671,2.2,100
4199,2.4,100
9598,1.6,100
3853,2.4,100
13217,0.4,100
12464,1.1,100
12059,0.8,100
6525,0.9,100
8486,1.2,100
4054,2.3,100
8666,1.2,100
4657,1.5,100
5446,1.3,100
9042,2.0,100
11827,1.4,100
978,1.6,100
8442,2.2,100
4022,2.8,100
2230,1.4,100
8865,0.5,100
6201,1.4,100
7224,1.4,100
4136,1.7,100
12292,2.8,100
5275,1.9,100
5954,2.3,100
3648,2.6,100
813,2.2,100
12166,2.1,100
3703,2.0,100
3451,2.0,100
5311,1.8,100
6991,1.3,100
14216,1.3,100
13868,2.5,100
1629,1.2,100
9905,1.7,100
740,1.9,100
4808,1.3,100
3041,2.0,100
9569,1.6,100
11105,2.4,100
12406,3.0,100
12332,2.0,100
3682,2.0,100
5908,1.6,100
4542,2.7,100
6494,1.0,100
12067,1.8,100
5988,1.6,100
12392,1.1,100
5480,1.6,100
12752,1.6,100
14477,1.6,100
13006,0.8,100
4801,3.0,100
11845,2.7,100
1080,1.8,100
4024,2.4,100
7305,1.8,100
2499,1.9,100
3588,1.3,100
4121,2.1,100
11233,2.6,100
14296,2.4,100
12753,2.2,100
5101,1.4,100
4757,1.9,100
6370,1.8,100
2391,0.4,100
2029,2.8,100
12980,2.7,100
3839,2.4,100
12233,2.8,100
6615,1.7,100
9595,2.0,100
11314,1.3,100
2069,0.6,100
5992,2.0,100
10788,2.9,100
14307,2.2,100
9786,1.7,100
10933,1.8,100
12921,2.0,100
4778,1.1,100
11960,2.0,100
4064,1.7,100
10321,1.0,100
9372,2.3,100
9418,1.2,100
9350,3.0,100
5920,1.0,100
3189,1.5,100
9081,0.7,100
14124,0.9,100
5287,1.4,100
14400,1.8,100
11397,2.6,100
3621,0.9,100
1568,1.6,100
7105,1.4,100
9128,2.7,100
11805,2.5,100
11979,2.0,100
11147,1.5,100
14186,1.7,100
2958,1.1,100
13012,2.0,100
3530,2.2,100
6981,2.5,100
11187,3.0,100
10601,2.0,100
6939,1.6,100
11217,1.7,100
9927,1.9,100
9073,1.9,100
7432,1.6,100
13274,2.4,100
7005,1.6,100
11892,2.0,100
6058,1.7,100
13293,1.8,100
11760,3.0,100
6740,2.2,100
13529,2.6,100
7717,2.2,100
5273,2.6,100
9562,1.3,100
9615,1.9,100
3316,0.9,100
5426,1.2,100
4150,1.3,100
8992,1.0,100
13485,2.0,100
6845,2.0,100
890,1.1,100
2301,2.5,100
9107,1.8,100
11772,2.4,100
1404,2.1,100
13140,0.9,100
7837,3.0,100
10428,1.6,100
11000,1.4,100
1638,2.7,100
4009,2.4,100
1525,1.5,100
3287,2.3,100
2765,2.2,100
8669,2.0,100
8464,1.7,100
12424,1.5,100
4001,2.4,100
14112,0.6,100
4579,2.0,100
7477,2.5,100
10880,0.9,100
13582,1.6,100
12376,1.2,100
1059,1.0,100
12928,2.5,100
11732,0.8,100
5442,2.1,100
7885,1.3,100
3097,2.4,100
61,2.0,100
2188,2.9,100
9684,1.3,100
3555,0.7,100
6007,1.0,100
13131,2.3,100
3827,2.9,100
6486,2.8,100
6765,1.7,100
10703,1.8,100
12770,2.3,100
10606,3.0,100
10839,1.6,100
1430,2.6,100
11562,1.3,100
1131,0.7,100
8579,0.9,100
11046,1.9,100
2105,2.7,100
1917,2.5,100
3032,2.4,100
12988,2.7,100
225,0.8,100
6045,0.6,100
14629,1.9,100
2821,1.9,100
8651,1.6,100
6457,3.0,100
6539,1.6,100
14640,2.6,100
9211,2.0,100
2100,2.4,100
625,2.0,100
3851,0.7,100
3761,2.5,100
8754,2.9,100
243,2.7,100
10400,2.6,100
3768,2.5,100
1020,1.6,100
4413,1.8,100
13645,1.4,100
10149,0.9,100
14165,2.1,100
1897,2.6,100
9789,1.0,100
13382,2.4,100
11531,1.2,100
6517,1.0,100
9566,2.0,100
5670,1.7,100
3439,2.7,100
10528,1.4,100
12749,2.8,100
530,1.1,100
10204,2.5,100
152,2.0,100
6670,2.1,100
4268,2.4,100
3002,0.7,100
3061,1.1,100
5430,1.5,100
1945,2.6,100
13852,1.0,100
5343,1.5,100
2454,1.7,100
7376,2.7,100
13048,2.7,100
1804,2.1,100
2929,1.3,100
6182,1.9,100
6471,2.1,100
2970,1.6,100
5184,0.7,100
5139,2.5,100
14521,2.7,100
57,2.9,100
14318,1.6,100
6695,0.3,100
4704,1.9,100
1958,2.6,100
4535,1.8,100
9066,0.6,100
3295,2.3,100
14647,1.6,100
10592,2.4,100
7204,1.6,100
12390,1.8,100
3807,1.8,100
4661,2.1,100
6207,2.0,100
2669,1.7,100
7090,2.5,100
2013,1.7,100
896,2.3,100
12246,0.7,100
929,2.2,100
1401,1.0,100
11255,3.0,100
12724,2.2,100
3245,0.6,100
3682,2.0,100
9318,1.4,100
11637,0.7,100
1570,1.6,100
6373,1.8,100
13964,0.9,100
9079,1.4,100
14598,2.0,100
8206,2.1,100
12572,0.7,100
10351,0.8,100
581,0.8,100
5823,3.0,100
9456,1.6,100
6517,1.0,100
10207,1.5,100
11950,1.4,100
7855,0.8,100
6900,2.6,100
8641,2.0,100
7845,2.7,100
2182,2.5,100
2974,1.8,100
3838,1.2,100
4009,2.4,100
7879,1.8,100
495,2.6,100
7074,1.2,100
3318,1.8,100
10054,0.4,100
4538,2.2,100
8349,2.2,100
769,2.5,100
7564,0.8,100
13842,2.6,100
4664,2.3,100
4479,2.5,100
8101,1.8,100
2685,0.7,100
14620,1.7,100
8020,1.0,100
9166,2.2,100
11434,2.6,100
10527,1.5,100
327,3.0,100
14277,2.3,100
4892,1.6,100
2932,1.0,100
13712,1.9,100
1716,1.9,100
8578,1.0,100
2765,2.2,100
12198,2.8,100
9801,1.9,100
13679,0.9,100
676,2.8,100
7328,1.1,100
754,1.3,100
36,1.8,100
10627,1.8,100
4189,1.1,100
11317,2.5,100
959,1.1,100
5342,1.8,100
2975,1.9,100
11681,2.6,100
6220,1.1,100
1224,1.5,100
13977,1.9,100
10064,0.3,100
13611,1.8,100
4520,1.5,100
7268,2.7,100
8179,1.4,100
12497,1.8,100
5298,2.3,100
6888,0.8,100
7280,2.5,100
8358,0.7,100
7232,2.8,100
7437,1.9,100
9969,2.3,100
5712,1.5,100
8318,0.9,100
190,1.8,100
3835,1.9,100
14636,2.1,100
9513,1.0,100
11547,0.4,100
8727,2.0,100
9456,1.6,100
1075,1.5,100
7509,2.4,100
997,1.5,100
5644,2.3,100
5259,2.2,100
14451,2.9,100
5275,1.9,100
12576,0.1,100
9042,2.0,100
9445,1.6,100
11582,2.0,100
1408,1.6,100
5452,2.3,100
1992,1.3,100
11727,0.2,100
13315,2.4,100
7360,2.2,100
3675,2.5,100
5633,2.8,100
3745,2.6,100
2005,2.2,100
3872,2.7,100
4315,0.9,100
6898,3.0,100
2918,1.4,100
12619,2.0,100
3671,2.3,100
11514,1.9,100
2947,3.0,100
3091,0.8,100
4126,1.3,100
13855,1.6,100
984,0.6,100
4966,1.2,100
8665,2.2,100
8648,2.9,100
14647,1.6,100
7531,3.0,100
1814,2.6,100
1198,2.6,100
8802,2.2,100
13097,2.4,100
5332,2.1,100
6884,2.3,100
13289,2.2,100
454,2.4,100
12285,2.7,100
12427,1.0,100
1157,3.0,100
3414,1.0,100
8597,2.6,100
9212,1.5,100
2645,1.3,100
1098,2.3,100
10721,0.5,100
2818,2.5,100
7871,1.2,100
10563,2.4,100
10484,1.2,100
3015,3.0,100
11032,1.8,100
9907,2.7,100
7659,1.7,100
13674,1.7,100
4287,1.2,100
11646,0.8,100
2522,2.7,100
1261,2.2,100
3894,2.5,100
13599,2.6,100
2151,1.4,100
14482,1.6,100
3926,1.9,100
4759,2.0,100
400,2.3,100
4781,1.3,100
2920,1.1,100
3776,1.5,100
7081,2.0,100
10176,3.0,100
12782,1.7,100
2694,1.0,100
14193,2.9,100
12555,2.0,100
3574,0.6,100
7739,2.5,100
9190,2.8,100
81,1.7,100
11581,0.9,100
1871,2.7,100
8012,2.7,100
7631,2.6,100
9466,0.9,100
1412,2.9,100
7515,2.2,100
4574,2.7,100
4040,2.6,100
8139,1.5,100
9874,0.8,100
4100,1.7,100
7665,1.2,100
11046,1.9,100
9595,2.0,100
10639,1.4,100
4414,3.0,100
10878,2.2,100
749,1.5,100
13302,1.5,100
13287,1.7,100
6962,1.4,100
8537,2.2,100
7366,2.8,100
10500,2.2,100
3027,2.3,100
12038,2.0,100
13195,1.7,100
5323,0.7,100
1900,1.1,100
5380,1.4,100
8765,2.5,100
10695,1.2,100
5034,1.6,100
12804,2.4,100
4245,2.8,100
5942,1.8,100
9706,2.3,100
11969,2.5,100
6185,1.3,100
6853,2.3,100
4078,1.5,100
121,2.8,100
13542,1.5,100
204,1.1,100
13074,2.5,100
13392,1.3,100
14332,0.9,100
4481,1.5,100
9770,1.9,100
4570,2.4,100
9577,1.7,100
4094,3.0,100
12716,2.9,100
8618,1.5,100
8982,2.2,100
9327,0.8,100
5443,2.1,100
14116,1.6,100
10524,1.8,100
811,2.5,100
10650,2.3,100
11697,1.5,100
4932,1.2,100
2831,0.8,100
2075,2.4,100
12567,0.6,100
3213,1.1,100
6734,1.2,100
925,1.4,100
5929,2.8,100
2431,2.1,100
14003,0.7,100
8034,1.9,100
13102,2.9,100
6284,1.8,100
8456,2.7,100
9602,1.7,100
13493,0.5,100
4651,1.1,100
4674,2.6,100
1863,1.3,100
6654,2.8,100
11968,1.7,100
12508,2.3,100
9508,1.7,100
1446,1.8,100
9309,2.9,100
10419,2.3,100
10807,0.8,100
9907,2.7,100
8653,2.2,100
3645,3.0,100
7988,2.5,100
597,1.4,100
1542,2.2,100
1062,2.1,150
13999,1.0,150
9472,1.7,150
1437,2.5,150
13298,1.4,150
13,1.8,150
996,1.4,150
6699,1.8,150
14198,2.4,150
11783,2.7,150
165,2.4,150
7085,2.4,150
11758,2.7,150
14460,1.2,150
11385,2.6,150
8200,1.5,150
4194,1.1,150
11686,0.8,150
3905,1.2,150
3542,1.3,150
9180,2.9,150
5121,0.3,150
3529,0.4,150
3181,2.1,150
9512,0.9,150
7903,2.0,150
1777,2.1,150
6623,2.6,150
3330,0.9,150
3788,1.7,150
9079,1.5,150
10718,1.9,150
5376,1.4,150
12826,1.2,150
5572,2.0,150
5418,2.0,150
4133,2.8,150
8719,2.4,150
6150,0.7,150
11868,1.8,150
182,2.9,150
8814,2.5,150
2882,0.5,150
3127,2.3,150
13721,2.0,150
8031,3.0,150
4774,0.7,150
2472,1.1,150
12912,1.8,150
5328,0.8,150
10510,2.2,150
11680,2.1,150
8774,1.9,150
8601,2.9,150
12664,1.8,150
10108,0.7,150
9799,2.7,150
11078,2.3,150
1824,2.1,150
9346,2.0,150
1461,1.0,150
12688,1.8,150
12748,2.1,150
2470,2.3,150
9583,2.6,150
2029,2.9,150
3586,1.2,150
10423,1.5,150
10431,1.3,150
6717,2.8,150
13849,1.9,150
4365,2.9,150
197,0.9,150
10018,1.5,150
2816,1.5,150
6582,3.0,150
13068,2.1,150
8258,1.6,150
3718,2.7,150
6007,0.9,150
3129,1.8,150
10690,1.3,150
2049,2.2,150
9439,0.7,150
1620,1.2,150
1662,1.4,150
7473,3.0,150
2062,2.6,150
9858,2.7,150
9759,3.0,150
6591,2.0,150
5969,2.3,150
6301,2.1,150
897,1.9,150
2372,1.1,150
9576,1.6,150
6728,1.6,150
12333,2.5,150
3729,1.6,150
14112,0.7,150
1139,2.0,150
11243,1.7,150
6854,2.4,150
2026,2.4,150
680,0.9,150
13869,2.9,150
13924,1.6,150
7465,2.7,150
13717,1.2,150
2945,1.2,150
4588,1.3,150
5001,2.3,150
856,1.3,150
3641,2.3,150
2067,2.3,150
9200,1.5,150
10315,1.7,150
10818,2.5,150
5326,2.0,150
11399,2.0,150
11251,2.8,150
9248,2.4,150
14615,1.4,150
5564,1.6,150
10589,1.5,150
5156,0.7,150
