poster_number,human_distance,tfidf_distance,keyword_distance,wordvec_distance,countvec_distance,logentropy_distance
11237,2,0.3573286824848617,0.4178359719205286,0.4987111291017926,20.159534564211906,3.3996389808381506
11237,3,0.4169097335353897,0.3844203487555974,0.8253718546229089,21.54341508312558,4.548007719053215
61,0,0.35560873990133,0.19695631722939647,0.693683196333033,21.941405964967668,3.2469161974380447
61,1,0.42440561972333735,0.5724010732888862,0.7242476874822904,27.20655386739666,4.017321236739231
61,2,0.3777645167786992,1.0127056724913999,0.503755336737054,19.7338985284284,3.1290128685357095
61,3,0.4171569550187433,0.5211881293391551,0.8082693705478432,20.782524761755635,3.375748025805881
8795,0,0.22451514207233209,0.03124552298728599,0.4523512963165388,8.944114365690217,1.7901458433034232
8795,1,0.2967785851088033,0.20815164304375233,0.6588438213864816,15.430959373436089,2.5839903502383144
8795,2,0.35581699300295,0.319554806290607,0.5962542520507303,14.499870818912212,2.7064702370576645
8795,3,0.33270179953910506,0.25813587689029716,0.9015208160614777,20.94964837745174,3.0047050084702236
5111,0,0.39106046796285987,0.33740408909367253,0.7259859525527427,22.355491296601457,3.9481889476749483
5111,1,0.4590383953325684,0.38567491225386336,0.929786078749172,16.864572313531315,3.9575729609849617
5111,2,0.3988235831429361,0.6308272071824589,0.885860447978264,25.20179199048195,3.8553186541565596
5111,3,0.42033246882725733,0.8317250400976078,0.9793797140617702,19.75315170814567,3.6741636420350496
4039,0,0.3538917112100467,0.439463006243906,0.5681397557784372,24.52462309462344,3.1217731826626287
4039,1,0.38071831417083557,0.5547495539815843,0.502626471172833,22.665134443679857,3.494778323988148
4039,2,0.3734411607432316,0.4714882102121898,0.6786383370890049,23.449396707330113,3.0321219181665873
4039,3,0.4096474324068676,0.36877148089915746,0.6123851986277009,23.97167837588876,3.8607299117915193
5253,0,0.4429744870784355,0.29225773234842317,0.8439462187928529,17.528346177323616,4.030929666361486
5253,1,0.3338070640153849,0.5195645152645826,0.6005388819924634,15.28967066115621,3.3110313840589396
5253,2,0.33084211888309295,0.34314128795001525,0.555960053963706,12.230959847307828,2.969210935330758
5253,3,0.4637430665856885,0.24542387302799967,1.0217501402484037,23.089476177859186,4.881209496039632
5859,0,0.5138795721257752,0.5912907841888022,0.6160115969275726,20.604009907380394,6.238148336607091
5859,1,0.4217433553267568,0.37224490664600546,0.7575519538626678,25.82342703231209,4.765238621204369
5859,2,0.44651561093910924,0.5130280810011872,0.825164930318817,32.720954937791696,5.0653400587742246
5859,3,0.4206761292865024,0.4201366931846879,0.8973366078176006,32.69997588505233,4.695691050702538
1104,0,0.4242818520672788,0.19954577359630848,0.6944290704570026,19.80212853697877,4.824317178500672
1104,1,0.454301572112404,0.2848505128964931,0.7094760090994793,19.399443318271956,4.913061664140666
1104,2,0.3417775864124622,0.1431459592604773,0.5475162577592401,16.984666352232168,3.9723099486109543
1104,3,0.4231342110413493,0.5211643017680225,0.7295246867074441,22.710652987978957,5.124478296568005
14485,0,0.23322404032599348,0.4108460836741464,0.33343196757585825,12.570538425609827,1.9809328207882182
14485,1,0.3886881715584816,0.4162903006743249,0.42764533299328605,19.67542954376439,4.278452735858042
14485,2,0.42090276650435127,0.4174023386522063,0.6395887755948076,19.490871716885174,4.715190511886388
14485,3,0.4434210917923178,0.4151549496441855,0.8622242185648715,15.719630840225822,4.098517435470598
5926,0,0.0,0.0,0.0,0.0,0.0
5926,1,0.33224740490069005,0.6442672968125358,0.6391621616894849,24.040530458471878,4.044802542966057
5926,2,0.37652642690576554,0.23931440531828868,0.5947395055426555,30.04210021790999,4.700113117795393
5926,3,0.3678065343083588,0.0653695739022377,0.5985702151134572,19.94484343237503,4.618708136230168
2338,0,0.32123145957436816,0.2978578560790505,0.8631272661313637,30.97486750813807,2.042383962442724
2338,1,0.3445439927352459,0.24722064536197355,0.7497440549015434,32.28730808507529,2.787232676511885
2338,2,0.32692214290400967,0.4219691609876854,0.8525927178362768,31.238009927281038,2.9013336282986484
2338,3,0.4548437806958211,0.699899388070952,0.8905756262505926,36.38596270478498,4.622953496192652
6283,0,0.2826554296991554,0.04917503571177251,0.5727340306594945,18.360933130553544,2.7870131399822813
6283,1,0.3566135715431836,0.5733279521108703,0.5399795397726018,18.910206611041897,3.5333130766301473
6283,2,0.5144294224860202,0.6586832220143992,1.22755661236336,21.22167812135357,4.545469327904432
6283,3,0.4154461613275513,0.5008156633646215,1.2811760381567208,17.18775417686166,3.5056799581758904
6518,0,0.28522085183552065,0.4522744464908107,0.4296556259013087,16.94715855711136,2.627058445525168
6518,1,0.36370901074137607,0.7741428865362296,0.5238251977647347,22.693283098424327,3.21867552498897
6518,2,0.48924559341597607,0.5714106602541837,0.5558679152024257,17.334730375831136,3.490701056226262
6518,3,0.36566050388477567,0.78200719479429,0.9868589212206176,17.207903724422877,3.19131339518606
14383,0,0.3418162192864161,0.4274927488569367,0.3700821773621341,21.302044138634688,3.9274124236162353
14383,1,0.3179632556760405,0.05686874758841336,0.44627500940964376,20.044809985874323,3.38555328670973
14383,2,0.5303585191352884,0.061350457042689446,0.8188958138559105,23.07912573937846,5.1160169518290415
14383,3,0.424925286726609,0.5600392259705197,0.5558361709532356,23.89873168068689,4.941582023967711
10181,0,0.32552623846253304,0.10882613377151107,0.6019732467647274,12.647766624661395,2.229791589172977
10181,1,0.27558351534329184,0.28167433708257705,0.4149635398639071,10.38625721745705,1.8618949929380588
10181,2,0.35239851822696666,0.11779627579039494,0.5868863333564944,15.007919508508396,2.7784523745244827
10181,3,0.3651864013742629,0.27954814775943576,0.8206907208666455,16.366073718859937,3.947366346642247
3747,0,0.3055112186646564,0.3171134569202204,0.5091446407358151,15.109830762925613,3.0840232667845235
3747,1,0.36612170395794685,0.34173560048340496,0.454687446049071,19.645486691969833,4.087024781717611
3747,2,0.43705762477242777,0.48592294743925407,0.8420837797230761,20.92290177640021,4.423525372835215
3747,3,0.4703807814237075,0.5218190170915548,0.8024895919338738,17.309027492282148,4.199553851637709
6,0,0.27355571426542696,0.41704901630116953,0.4251133458972911,26.167250901844117,3.1884039623990925
6,1,0.36175352623666673,0.5671062230528273,0.7155435868713946,22.957515685780628,4.468487490200975
6,2,0.3773747482697017,0.7023696067443289,0.5317357635032649,19.017573607923488,3.7882518037754327
6,3,0.3068373530154845,0.16036738128697606,0.6079863036961162,16.103014254831592,2.8964884941844096
2098,0,0.4607380404962207,0.5306804716111034,0.6352735903020795,26.660950322541602,5.057215094865348
2098,1,0.4360439795106383,0.4016476429594215,0.5939438718558091,24.20277427058835,4.620602872209484
2098,2,0.5203565537492996,0.3412999446609031,0.841652674937968,23.103343469593145,5.604767338317817
2098,3,0.49859564692055275,0.4861205024022752,0.7753508626764398,24.5096277205467,5.571459835617622
14009,0,0.37975191209319126,0.015197120285035302,0.6297006898333034,14.834881961849122,3.6043942638805078
14009,1,0.3183857127658997,0.6741095312206111,0.43711248456353835,19.121160540454767,3.2576423228392213
14009,2,0.4314449824171998,0.5884548013370329,1.0827553201059938,24.225957602045973,3.987953091670684
14009,3,0.44982573100563544,0.5573726810181642,1.0285873288454739,24.476722919836906,4.316692613733638
10627,0,0.3956850463734342,0.031071301720013173,0.7287993163537123,22.911238990495068,3.8913085724223855
10627,1,0.37211801662787,0.03120741924188056,0.47646600869836986,19.563882237153962,4.24887435188347
10627,2,0.42876597466203575,0.30985366958708055,0.4500748002347362,21.2888422597292,4.7904997635661575
10627,3,0.4676091718942952,0.35755749507829815,0.9826238665740227,29.17298789443262,6.352331836890351
9177,0,0.42311458326336315,0.7263719380699112,0.7475489695947669,27.66159207935771,5.012934731601134
9177,1,0.43960423734550697,0.7232989482770011,0.9063631540696938,29.572038060826177,4.748280661857998
9177,2,0.43977674337248235,0.7167687454174955,0.8109490884528813,25.449700155389838,4.830538228677749
9177,3,0.43832987604304274,0.8903229861806129,0.7993707146727816,24.998429828598443,4.967977561182965
13469,0,0.29723029066721773,0.09535245304108252,0.39563649345379204,13.904602332659673,2.6712295696002673
13469,1,0.38369600535181314,0.7237682073411769,0.5166043181548662,15.656605668397212,3.4534224848739483
13469,2,0.43251746766535454,0.6558130809566497,0.7705300596997743,22.645053243094477,4.374981413156266
13469,3,0.45051058706691094,0.26841310498650756,0.5457394541946308,25.56978679312071,4.581847231741271
2567,0,0.41984621113702686,0.24773392952766857,0.6873235243444203,20.1493739044846,3.883604230448846
2567,1,0.5246063555323037,0.09957940779734815,0.7132347492584113,20.36162845840144,4.160697460833396
2567,2,0.4070308957840896,0.2835249259788117,0.7110524222704684,21.00423496551259,3.6755084709241084
2567,3,0.43014735966140455,0.21354187909964706,0.7252804610757352,21.263229429232716,4.519703962626632
3301,0,0.2317001985143176,0.37621032820477945,0.30812537311715543,18.02576598175795,2.297149425335907
3301,1,0.30984468342915134,0.7272286515177605,0.39504409984658273,21.436585810299658,2.99115906301387
3301,2,0.3731248510100788,0.8825472609936875,0.6050788551216953,27.17569697097509,4.472400986386956
3301,3,0.33490064085799504,0.693162341029327,0.4681181912604536,16.62055139582325,3.362403184541452
3091,0,0.3518791967161098,0.9005969154593559,0.6175015798380045,18.21296315847997,3.3965484000491806
3091,1,0.42692860094334656,0.9004389757753982,0.67498518865965,19.091531506017056,4.037152238907269
3091,2,0.36382848241218657,0.8819904914647605,0.5676162934555374,21.903132961587065,4.330990020806177
3091,3,0.4554463648407877,0.9099978199309284,0.8459902377885878,22.730479370328716,4.545986183603155
4148,0,0.4303309089654633,0.505930677283589,0.5366637379003312,15.796464451988378,4.500762046573498
4148,1,0.4005456721937861,0.05291195942437224,0.48678986923212597,15.119623403295684,4.033518934042831
4148,2,0.4938700629622096,0.597454497958351,0.9000551076436073,20.058122408733336,5.117474282273582
4148,3,0.46251049662489346,0.6214077493769875,0.736241585900094,31.77070155454933,5.384028844768619
6033,0,0.31493028661216466,0.9227520109411907,0.6231758255095645,23.21457395706736,3.85258129717901
6033,1,0.4202520193778046,0.5773858749988402,0.8303875814791216,24.69426883270469,4.718329659219399
6033,2,0.42674106169019266,0.9760459964623558,0.7496841720887842,26.335405451452544,4.678160824084212
6033,3,0.4144233868700419,0.5922815950240629,1.0228044850107443,22.966523127576192,3.9229285458796475
4469,0,0.3860702737025239,0.561687008342154,0.5990918407658826,23.035484591027544,4.245265567488364
4469,1,0.42005347526087955,0.493862477444704,0.483846641251792,28.27776776692523,5.298027826880336
4469,2,0.4511563553567308,0.4177262130324111,0.6850283669819044,26.691485890250515,5.039110538780313
4469,3,0.4629272898662083,0.3534266401176332,0.7178936624069022,25.45629876693585,5.417876613673914
700,0,0.40305970328933993,0.13492509107969003,0.7241949812158567,18.50147926805609,2.997565195780902
700,1,0.37504480981737476,0.47788411678894727,0.7538680903316595,17.45451698848422,2.6951610186839563
700,2,0.3771516371991441,0.5655644493885998,0.6509866576132933,27.709495696627332,4.17119758087969
700,3,0.3629851718404547,0.5915857867190244,0.6877369770250439,22.267843281950928,3.74405048147243
5197,0,0.25773210251413214,0.1929018615645282,0.40581510518326513,18.96721955760289,2.705064638795268
5197,1,0.34152769336310673,0.4121841266564687,0.576687344064032,17.743195254723044,4.315179016691261
5197,2,0.4416977133083374,0.46835703854407956,0.6532153841102959,19.167954149303583,4.979649198814251
5197,3,0.45937980132304745,0.7564030020317274,0.8552666552106807,21.512334120780626,5.715779599090164
10866,0,0.25264043306350525,0.2828003761606753,0.4839184383633952,12.246424911735215,2.062428866363013
10866,1,0.3587699844845197,0.5329383489356028,0.6735828422693786,19.860694259550755,3.101269498126738
10866,2,0.363806936403321,0.4089061047698027,0.6215769284609637,13.836882434496246,3.084545754042423
10866,3,0.42104326279254095,0.42765689901270326,0.9395818176991264,18.062892684526794,4.065501602643445
865,0,0.4397052696954198,0.37308387317392,0.6511296608198163,12.549641259111224,3.584561564202298
865,1,0.4124141569019005,0.5532763612718239,0.5476471204213017,13.925366289192011,3.611614555160867
865,2,0.3659451315479003,0.4236932014016995,0.48016622546268023,15.266115385505492,3.6027485807901622
865,3,0.42763101964301814,0.07063935015138624,0.737915450946126,13.98844472077421,3.5980549529575914
12585,0,0.34185556710218495,0.32727545203453634,0.5908049220428667,18.982388417126646,3.843748185615169
12585,1,0.4045674054313229,0.36016617963543446,0.6234130541863542,20.256829096767074,4.6665129534831795
12585,2,0.47979571252045977,0.48200613933389536,0.8937795402709772,32.42042184923993,5.8017235511833
12585,3,0.4814070133641324,0.35336066866088556,0.9448190833292105,23.19148402025548,5.143196843362733
8532,0,0.2899138723944311,0.4388337324884717,0.394356694125446,17.162883197772466,2.9217885812127924
8532,1,0.40330551419104677,0.5192676854626329,0.5886779608304571,20.6986366059097,3.3731815265967287
8532,2,0.28730037669528635,0.44905201242147247,0.3758105160730242,17.68966021997545,2.3386297875136317
8532,3,0.4223344349489368,0.4766372356735492,0.6900834268375762,29.519821596958504,4.035510055451617
1614,0,0.2745587823181429,0.5542624668668766,0.4067865044999341,15.901716384939643,2.6719490559172434
1614,1,0.35777305506461216,0.6541709065587032,0.679738603023607,22.203342625905634,3.412653905160048
1614,2,0.3815307481889712,0.6694373453641063,0.8075566242453737,21.842138946229923,3.9356519109715076
1614,3,0.495282971406289,0.8971478154392818,0.8433075528601517,19.14741237888607,4.284875210023629
4556,0,0.2946541356744741,0.11611526951105097,0.4437067089089445,19.47210419048082,3.1965972072237654
4556,1,0.39784166953278727,0.25930346219749245,0.682005846888971,19.00843484966317,4.07421867144948
4556,2,0.487748352571698,0.2544270540384921,0.8286028496814639,25.002214520935908,4.793339138281529
4556,3,0.4437820535719729,0.25165834488159033,0.6801138631134508,23.287103490282004,4.309423756155819
5115,0,0.32686263827920975,0.0956761170694742,0.7386607046299146,26.185590717203134,3.5072148092783557
5115,1,0.3375724570191455,0.1182103964023473,0.8800829842065653,21.71106971876962,3.028980456150812
5115,2,0.4245761217530005,0.7233915982844895,1.0424958315907298,20.434801725701334,3.7238584701122774
5115,3,0.3806567983351548,0.866394538578199,0.7017492481974121,19.24885768006926,3.484322070357649
5309,0,0.3380309794540026,0.2913985324484322,0.5267462997726308,30.18237748964663,4.700178797066492
5309,1,0.42696967455729107,0.3555422701524299,0.906635939727642,39.17041783261998,5.601713374183357
5309,2,0.4290531636280794,0.31288483789964006,0.8142405300184554,32.87943265957887,4.979548334015029
5309,3,0.5191275609501513,0.2958698200774807,1.0020304844408625,38.26921692108923,6.6107099546319255
753,0,0.3573164890719419,0.5299751513319878,0.5217698818010833,25.621583173659637,4.842491668240843
753,1,0.46633705138874604,0.6691072711446967,0.8771063956447893,30.576453670871068,5.531412244588579
753,2,0.49604394958273207,0.3236146325194114,0.9501562199760959,30.657108104384722,5.742858569573198
753,3,0.46367992829564136,0.3249928393875405,0.877737117092347,30.032604274931476,5.778288417099227
10382,0,0.32929145778581626,0.19972804056172014,0.3846738611903261,14.719151001210133,3.68681525213197
10382,1,0.322935558856332,0.2898799599796539,0.46678854463218566,11.459711284460463,3.8062667017609884
10382,2,0.42105870546564433,0.6682595895185863,0.43411251978617293,17.588401712018975,4.81199977499215
10382,3,0.473758117407195,0.05031056311676519,0.800322955343871,22.407721455990764,5.043312312749224
1855,0,0.37449730642286166,0.46567218411344674,0.5566096648532178,30.261451087137633,4.536848298629068
1855,1,0.3885182850585468,0.6390185237399086,0.5033012784064016,16.27210065811126,4.796335949566365
1855,2,0.48067532237135263,0.5033084788118428,0.840669468909627,23.968132367540925,5.860570698063501
1855,3,0.4675058375526983,0.039964914128209565,0.9764619677108257,17.751656582392645,5.335280471531636
9716,0,0.4956607882592094,0.24349635667904593,0.834515401447229,22.959869767049096,6.722124858079714
9716,1,0.36676853094508227,0.5898259227884161,0.5496765558851454,22.12419876175233,3.2553142252230023
9716,2,0.34944147419031374,0.6245397809499396,0.5449725762810512,26.986990216034084,3.642167218543517
9716,3,0.3985438628373206,0.3565877851003463,0.6146853216668339,17.98511803084518,3.411726171664394
11547,0,0.386074473086887,0.2929942445693401,0.6896574161126027,29.0301635441256,5.0392217311245
11547,1,0.39870309654219643,0.3098622219415701,0.7315024594203855,21.803381403477225,4.120867742898161
11547,2,0.5224992201476578,0.31005260952022534,1.1309379215994686,24.422802528728663,5.679052875631731
11547,3,0.4701179457914316,0.30711608291631737,0.994688317099419,26.579893313274415,4.7391797018920965
6302,0,0.43064435082043917,0.3667994013261989,0.868627721231598,19.484452643745694,4.386493609148663
6302,1,0.4612088045004527,0.27907859058219275,0.5924205878664001,15.571069915369868,4.704143556445104
6302,2,0.45043897182340764,0.2727244528593733,0.8241450044875227,20.726722782564934,4.389086312948549
6302,3,0.41129834746767013,0.2840100640516301,0.7839560438190032,16.548693713962724,3.8954193709167217
7244,0,0.37787532048234224,0.7460138763099706,0.6336662171947329,20.34716123280217,4.412778628153
7244,1,0.38076618026623466,0.6592025910717587,0.5941628144245361,20.351867213085274,4.723705206178675
7244,2,0.45129010237814743,0.9792470431166556,0.8959183322406923,26.475685819967904,5.07331510657047
7244,3,0.3953223387566976,0.7650700179852179,0.9292405081835421,20.787303421096805,4.811125662851994
13438,0,0.3493071647272534,0.5010084439492728,0.5789270436983487,12.004819153667551,2.6500433587287615
13438,1,0.4818879252821442,0.41695039632789316,0.5998584271319869,16.382836365115427,3.8118956546877594
13438,2,0.4329057659737044,0.34069071398232015,0.8720295257979015,17.490671074552587,4.676075089389293
13438,3,0.3936646067932004,0.7231592771691524,0.616199380359725,17.33868749599177,3.3991305835910177
8719,0,0.3315772798999838,0.24643808054375688,0.40574366980696325,13.29163189213777,2.6163779163640095
8719,1,0.32581026500393856,0.410855089009891,0.49780933355043716,18.376838398119123,2.765899391863363
8719,2,0.3633373275685354,0.3821695291024463,0.45345738765666727,15.842160680935852,3.8545893270865133
8719,3,0.3121384182358829,0.37800176600297886,0.6512455663561931,20.080380590383292,3.0290011533994097
7386,0,0.34928866444452883,0.3564309429349437,0.511739466745128,22.005804631715943,3.636624409348942
7386,1,0.4441794524031156,0.15870465391610233,0.825531267944707,17.974131916606723,3.6247011292171845
7386,2,0.3281197810523888,0.2675838993024155,0.49668158992984085,16.445746762281146,3.034553178326743
7386,3,0.3681264828412793,0.4615996773732881,0.5737532289792886,20.596460564017463,4.215358384982261
2511,0,0.418249857561468,0.05570386482750543,0.6766559620299611,22.124820332810067,4.643337509659274
2511,1,0.39373179910956024,0.3349150476128747,0.658853897966055,23.188848477342837,4.4571114104489755
2511,2,0.3997453968382582,0.10747462252866555,0.9281831723726223,23.311144461807206,4.296714020887029
2511,3,0.4274879366729564,0.09030032371586036,1.0772898724118287,24.60270963732553,4.393569367763385
8475,0,0.3355155581258118,0.4406133311326103,0.6252301633256565,23.354665854001354,3.5823042647898378
8475,1,0.2984938905358408,0.4254605342950227,0.45894241822984,19.25104431339149,3.597741703417638
8475,2,0.40798650655922397,0.5216974884256865,0.7754615352587797,20.57199291654067,4.313269862972879
8475,3,0.3470435670372589,0.5024812141181272,0.5989966822747047,16.679475853988333,3.2777213209587988
8239,0,0.3419265660485398,0.5706150255553599,0.47894837187388534,18.421540390229524,3.6705987444065067
8239,1,0.3420957868524093,0.05814508091325508,0.7252651684483467,11.929756680826898,3.31944735094244
8239,2,0.3012318872873502,0.39884472460893955,0.48254899844423943,15.758370205800164,2.896552681549607
8239,3,0.3657124236108368,0.07832858090251094,0.7641689688441266,22.20192980355235,4.030081183586542
8051,0,0.0,0.0,0.0,0.0,0.0
8051,1,0.4397204287452038,0.5937569943476954,0.9775403257425549,22.64845711891026,5.8269381331829
8051,2,0.35454885368269334,0.5134945978839807,0.4770373678578009,17.319408938872964,3.9023968790511643
8051,3,0.39436238913892946,0.5366437966460745,0.792861593577602,24.255822732835114,4.401736156330901
1144,0,0.39800563207431927,0.5150887004195167,0.5961252389678865,17.081437122579295,2.7812209183102152
1144,1,0.35859107765495835,0.37943583321807245,0.6951496110279798,18.890658722390132,2.9004419043801444
1144,2,0.3634292047239731,0.485859941387858,0.7459196692239646,14.71726473734872,2.6182502813488466
1144,3,0.4223226769798515,0.20865657567706464,0.964141109583566,41.93877951262348,4.148236437117425
13665,0,0.0,0.0,0.0,0.0,0.0
13665,1,0.3972473326341699,0.5152689204815135,0.464675488593746,14.511947269234946,3.801791918574219
13665,2,0.4624258174408386,0.4043423915611719,0.6742589966028053,15.866472902836126,3.9694002115203917
13665,3,0.4108466945612282,0.5239981098117726,0.6759318453293338,15.862006889111063,3.8274459403796226
3181,0,0.1672070748533884,0.221771460922403,0.2696387105208462,10.976412893084904,1.8754153857914608
3181,1,0.3918171861755915,0.21376558795781822,0.40135909423461813,15.877284501283194,4.479057071992872
3181,2,0.4132924857877523,0.4449902868724557,0.4797271820725209,19.70591346750521,4.962539976224332
3181,3,0.36830481538324555,0.5924191210203568,0.4456377926547711,14.92852643390467,5.07596211132045
4027,0,0.29097438747127113,0.15852853448153678,0.4323470188863459,19.56778558572643,2.5403410622117684
4027,1,0.391564157746599,0.5311675093746537,0.7341296843302813,19.504568819655898,3.3138041465801082
4027,2,0.4613970250849007,0.4684152257180663,0.8721790078728927,20.26754391783267,3.842610055502756
4027,3,0.3769445712372157,0.24525341955029312,0.6140495263617283,17.018415441882173,3.0682646749367093
5648,0,0.4943566965789164,0.6458241192751041,0.8718282594363415,24.86653937691941,5.085183505420266
5648,1,0.3961491762780435,0.6718874769604524,0.7258032149691651,23.093843362340486,4.483258772211824
5648,2,0.3642098987336136,0.3617809469636709,0.44562835180297516,22.970517267907304,4.031834735230327
